### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
 0.642703	        0	        0	 (32 , 32 , 32) 
 0.657739	1.93039e-07	-1.54868e-09	 (32 , 32 , 32) 
 0.673084	3.89038e-07	-1.00784e-09	 (32 , 32 , 32) 
 0.688745	5.77906e-07	-2.61218e-10	 (32 , 32 , 32) 
 0.704726	7.62459e-07	6.83392e-10	 (32 , 32 , 32) 
 0.721036	9.43149e-07	1.8189e-09	 (32 , 32 , 32) 
  0.73768	1.12028e-06	3.13889e-09	 (32 , 32 , 32) 
 0.754664	1.29413e-06	4.63766e-09	 (32 , 32 , 32) 
 0.771996	1.46496e-06	6.31025e-09	 (32 , 32 , 32) 
 0.789681	1.633e-06	8.15235e-09	 (32 , 32 , 32) 
 0.807728	1.7985e-06	1.01603e-08	 (32 , 32 , 32) 
 0.826143	1.96167e-06	1.23312e-08	 (32 , 32 , 32) 
 0.844933	2.12272e-06	1.46626e-08	 (32 , 32 , 32) 
 0.864106	2.28185e-06	1.71526e-08	 (32 , 32 , 32) 
 0.883669	2.43925e-06	1.98002e-08	 (32 , 32 , 32) 
 0.903631	2.59509e-06	2.26046e-08	 (32 , 32 , 32) 
 0.923998	2.74956e-06	2.55656e-08	 (32 , 32 , 32) 
 0.944778	2.90283e-06	2.86837e-08	 (32 , 32 , 32) 
 0.965981	3.05504e-06	3.19598e-08	 (32 , 32 , 32) 
 0.987614	3.20635e-06	3.53952e-08	 (32 , 32 , 32) 
  1.00969	3.35691e-06	3.89918e-08	 (32 , 32 , 32) 
   1.0322	3.50687e-06	4.27519e-08	 (32 , 32 , 32) 
  1.05518	3.65636e-06	4.66784e-08	 (32 , 32 , 32) 
  1.07862	3.80552e-06	5.07745e-08	 (32 , 32 , 32) 
  1.10253	3.95447e-06	5.50439e-08	 (32 , 32 , 32) 
  1.12693	4.10335e-06	5.94909e-08	 (32 , 32 , 32) 
  1.15182	4.25227e-06	6.412e-08	 (32 , 32 , 32) 
  1.17722	4.40136e-06	6.89362e-08	 (32 , 32 , 32) 
  1.20313	4.55074e-06	7.39452e-08	 (32 , 32 , 32) 
  1.22956	4.70053e-06	7.91528e-08	 (32 , 32 , 32) 
