# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.05469e-05 to 1.07987 h/Mpc,
# number of wavenumbers equal to 112
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -2.078641816363e+00      -1.558981911344e+00      -1.558981911418e+00      -1.558112086141e-01      -2.078641795726e+00      -5.938413948063e-01       4.806652486419e-01       4.805234575131e-01       1.168372987182e-07       1.169913770833e-07       1.169913814861e-07       1.169913814558e-07       1.168341294459e-07       1.169913310698e-07 
       1.327770074781e-05      -2.079346838428e+00      -1.559511413369e+00      -1.559511413448e+00      -1.558269954958e-01      -2.079346787249e+00      -5.940175476681e-01       4.806793649464e-01       4.805376288579e-01       1.850638308897e-07       1.854240196945e-07       1.854240250068e-07       1.854240249323e-07       1.850560253806e-07       1.854239077285e-07 
       1.671563488162e-05      -2.080570176950e+00      -1.560430887412e+00      -1.560430887597e+00      -1.558438881757e-01      -2.080570047823e+00      -5.943161979461e-01       4.806749684770e-01       4.805333345416e-01       2.929635756183e-07       2.938749431060e-07       2.938749549200e-07       2.938749547294e-07       2.929439042379e-07       2.938746583935e-07 
       2.104373752675e-05      -2.082460710225e+00      -1.561853629648e+00      -1.561853630182e+00      -1.558739014816e-01      -2.082460386481e+00      -5.947809774965e-01       4.806795197201e-01       4.805380412500e-01       4.634979596818e-07       4.657647818138e-07       4.657648160129e-07       4.657648155356e-07       4.634487087496e-07       4.657640778152e-07 
       2.649249593155e-05      -2.085480434624e+00      -1.564130655882e+00      -1.564130657207e+00      -1.559194216951e-01      -2.085479621999e+00      -5.955231032563e-01       4.806793478417e-01       4.805381195767e-01       7.324982535461e-07       7.381876106667e-07       7.381876958888e-07       7.381876946818e-07       7.323747399337e-07       7.381858432211e-07 
       3.335207635008e-05      -2.090293118973e+00      -1.567771132174e+00      -1.567771135520e+00      -1.559883700698e-01      -2.090291077156e+00      -5.967069682697e-01       4.806684910395e-01       4.805276642498e-01       1.155577608186e-06       1.169925322414e-06       1.169925538534e-06       1.169925535473e-06       1.155267671413e-06       1.169920866428e-06 
       4.198777645321e-05      -2.097837753595e+00      -1.573506818522e+00      -1.573506826865e+00      -1.561016120908e-01      -2.097832645096e+00      -5.985753544533e-01       4.806626553176e-01       4.805224555995e-01       1.818251023312e-06       1.854190039151e-06       1.854190577954e-06       1.854190570228e-06       1.817476812436e-06       1.854178875575e-06 
       5.285947876168e-05      -2.109684665098e+00      -1.582585316510e+00      -1.582585337454e+00      -1.562807174655e-01      -2.109671886372e+00      -6.015325530494e-01       4.806573601518e-01       4.805181497420e-01       2.848771615419e-06       2.938670539884e-06       2.938671895527e-06       2.938671876151e-06       2.846841366295e-06       2.938642622679e-06 
       6.654614106728e-05      -2.128238900016e+00      -1.596984754394e+00      -1.596984807035e+00      -1.565642251867e-01      -2.128206997040e+00      -6.062225639930e-01       4.806451562883e-01       4.805075055005e-01       4.432781766441e-06       4.657389095794e-06       4.657392500540e-06       4.657392451860e-06       4.427988149151e-06       4.657319365502e-06 
       8.377662804643e-05      -2.157067521464e+00      -1.619813174830e+00      -1.619813307115e+00      -1.570128473922e-01      -2.156988174991e+00      -6.136573353749e-01       4.806231735584e-01       4.804879687678e-01       6.821693917485e-06       7.381202620394e-06       7.381211151638e-06       7.381211029278e-06       6.809870974074e-06       7.381028977379e-06 
       1.054685259621e-04      -2.201299077441e+00      -1.655985203874e+00      -1.655985535265e+00      -1.577242838267e-01      -2.201102894772e+00      -6.254381484232e-01       4.805903866443e-01       4.804589918613e-01       1.031110056072e-05       1.169780138976e-05       1.169782271614e-05       1.169782240872e-05       1.028225922442e-05       1.169737124731e-05 
       1.327770074781e-04      -2.267857459246e+00      -1.713304561033e+00      -1.713305390221e+00      -1.588519698841e-01      -2.267376941191e+00      -6.441063439560e-01       4.805395658427e-01       4.804140459690e-01       1.512841211654e-05       1.853825222462e-05       1.853830537839e-05       1.853830460610e-05       1.505929494598e-05       1.853719537810e-05 
       1.671563488162e-04      -2.364851727456e+00      -1.804132066609e+00      -1.804134123888e+00      -1.606388706813e-01      -2.363692372139e+00      -6.736870427330e-01       4.804598046171e-01       4.803431985051e-01       2.109608456568e-05       2.937735983456e-05       2.937749166901e-05       2.937748972910e-05       2.093520287847e-05       2.937479643304e-05 
       2.104373752675e-04      -2.498760783097e+00      -1.948040172243e+00      -1.948045302854e+00      -1.634699239688e-01      -2.496029126187e+00      -7.205534050318e-01       4.803351707468e-01       4.802317404043e-01       2.682868511107e-05       4.655048321187e-05       4.655080805235e-05       4.655080318016e-05       2.647204512761e-05       4.654439141608e-05 
       2.649249593155e-04      -2.666823899677e+00      -2.176008998289e+00      -2.176021655022e+00      -1.679546058263e-01      -2.660632244988e+00      -7.947922890075e-01       4.801423967164e-01       4.800576281459e-01       2.821653889513e-05       7.375388210034e-05       7.375467359127e-05       7.375466135630e-05       2.749100298359e-05       7.373986507897e-05 
