# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.05469e-05 to 1.07987 h/Mpc,
# number of wavenumbers equal to 112
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_fld                 13:t_ur                  14:t_tot              
       4.133581843949e-02       4.940323598486e-02      -4.862766803967e+03      -4.897070864657e+03      -9.668527036339e+01       5.073281771231e-02      -1.592961867848e+03       1.555973543723e-01       1.555973543723e-01      -5.823337397114e-01      -9.816288050825e-05      -2.344974336506e-03      -5.823332733812e-01      -6.226951179412e-04 
       4.798161818880e-02       4.295047680740e-02      -5.695873941475e+03      -5.734305196289e+03      -1.130899626244e+02       4.410600116266e-02      -1.865302486337e+03       1.352226346929e-01       1.352226346929e-01      -6.819113635694e-01      -1.075687450805e-04      -3.696934194269e-03      -6.819109582801e-01      -8.999500177262e-04 
       5.282077586013e-02       3.949356711913e-02      -6.348951885927e+03      -6.387113368442e+03      -1.258587252902e+02       4.055573528931e-02      -2.077804891089e+03       1.242925548326e-01       1.242925548326e-01      -7.596181931975e-01      -1.085028595828e-04      -4.987430362044e-03      -7.596178206450e-01      -1.158016098099e-03 
       5.682781335382e-02       3.717631662538e-02      -6.919648619241e+03      -6.956000508502e+03      -1.369670855171e+02       3.817583012396e-02      -2.263052273972e+03       1.169560241480e-01       1.169560241480e-01      -8.273649591144e-01      -1.068942070123e-04      -6.283862136427e-03      -8.273646085314e-01      -1.413636035854e-03 
       6.041332267202e-02       3.537679613413e-02      -7.443781066352e+03      -7.477961143317e+03      -1.471399174936e+02       3.632764916714e-02      -2.433030396497e+03       1.112581900326e-01       1.112581900326e-01      -8.895299409958e-01      -1.050596445656e-04      -7.631030798862e-03      -8.895296074754e-01      -1.676597636854e-03 
       6.376165063711e-02       3.384077034119e-02      -7.932855863700e+03      -7.965160473523e+03      -1.566115432608e+02       3.475006609575e-02      -2.591664750684e+03       1.063921580703e-01       1.063921580703e-01      -9.475507116596e-01      -1.042382215099e-04      -9.049639760668e-03      -9.475503927111e-01      -1.951257425143e-03 
       6.697091149530e-02       3.244244657076e-02      -8.389530117891e+03      -8.420708114278e+03      -1.654431251314e+02       3.331386998336e-02      -2.739945905970e+03       1.019575679271e-01       1.019575679271e-01      -1.001792245897e+00      -1.052228753949e-04      -1.054893922845e-02      -1.001791940228e+00      -2.239503228519e-03 
       7.010016879669e-02       3.111011385152e-02      -8.812810213303e+03      -8.843938051729e+03      -1.736175959553e+02       3.194546741503e-02      -2.877638480390e+03       9.773452409638e-02       9.773452409638e-02      -1.052164518006e+00      -1.085381172010e-04      -1.213178918225e-02      -1.052164224985e+00      -2.541889035787e-03 
       7.318833510504e-02       2.980569425947e-02      -9.200762152995e+03      -9.233136412474e+03      -1.811029961288e+02       3.060575807158e-02      -3.004175056106e+03       9.360335108378e-02       9.360335108378e-02      -1.098459416882e+00      -1.144981806443e-04      -1.379785859906e-02      -1.098459136238e+00      -2.858328124938e-03 
       7.626289955971e-02       2.851401772130e-02      -9.551943063783e+03      -9.586967852512e+03      -1.878713693902e+02       2.927908679521e-02      -3.119114523187e+03       8.950650322028e-02       8.950650322028e-02      -1.140524301015e+00      -1.231493772714e-04      -1.554532677627e-02      -1.140524032642e+00      -3.188448638783e-03 
       7.934441120340e-02       2.722492214045e-02      -9.866230640686e+03      -9.905294081505e+03      -1.939197740591e+02       2.795514244617e-02      -3.222412476904e+03       8.542762710144e-02       8.542762710144e-02      -1.178328752293e+00      -1.343513491074e-04      -1.737355219488e-02      -1.178328496143e+00      -3.532107196785e-03 
       8.244897705471e-02       2.594854785664e-02      -1.014597942661e+04      -1.019031892016e+04      -1.992918453055e+02       2.664421818049e-02      -3.314793902033e+03       8.138341011133e-02       8.138341011133e-02      -1.212152548320e+00      -1.476373028257e-04      -1.928500332851e-02      -1.212152304285e+00      -3.889780126453e-03 
       8.558974551640e-02       2.469324023096e-02      -1.039607788313e+04      -1.044664203528e+04      -2.040806704404e+02       2.535496774485e-02      -3.397772079507e+03       7.741064187802e-02       7.741064187802e-02      -1.242538238693e+00      -1.623476921347e-04      -2.128797936635e-02      -1.242538006563e+00      -4.263056449494e-03 
       8.877783337218e-02       2.347722953042e-02      -1.062465630227e+04      -1.068197490046e+04      -2.084377408936e+02       2.410607758213e-02      -3.473877768301e+03       7.356230768024e-02       7.356230768024e-02      -1.270415708054e+00      -1.775639466837e-04      -2.339956192636e-02      -1.270415487456e+00      -4.655202419247e-03 
       9.202292968568e-02       2.231799642603e-02      -1.084263526733e+04      -1.090671289628e+04      -2.125628067075e+02       2.291552911001e-02      -3.546517561076e+03       6.989721925271e-02       6.989721925271e-02      -1.297025415940e+00      -1.922228963761e-04      -2.564791503081e-02      -1.297025206324e+00      -5.071566682531e-03 
       9.533370293560e-02       2.123726210927e-02      -1.106340148738e+04      -1.113364811679e+04      -2.167122984625e+02       2.180555147700e-02      -3.619888274837e+03       6.647404960394e-02       6.647404960394e-02      -1.323914972429e+00      -2.051492931258e-04      -2.807341990734e-02      -1.323914773068e+00      -5.519788205057e-03 
       9.871808338785e-02       2.024696752246e-02      -1.130134233229e+04      -1.137657200178e+04      -2.211465000391e+02       2.078848805833e-02      -3.698501282542e+03       6.334060949318e-02       6.334060949318e-02      -1.352719681647e+00      -2.152619025475e-04      -3.072982513160e-02      -1.352719491674e+00      -6.009959648676e-03 
       1.021834635549e-01       1.935921727744e-02      -1.157049247783e+04      -1.164899363940e+04      -2.261319015215e+02       1.987671649169e-02      -3.786780723630e+03       6.052834694698e-02       6.052834694698e-02      -1.385067006617e+00      -2.217069474188e-04      -3.368063339868e-02      -1.385066825068e+00      -6.553961214639e-03 
       1.057368432117e-01       1.857647004100e-02      -1.188262899342e+04      -1.196232129679e+04      -2.318838549900e+02       1.907277121556e-02      -3.888452439795e+03       5.804622815263e-02       5.804622815263e-02      -1.422317937420e+00      -2.239242378336e-04      -3.699664391042e-02      -1.422317763304e+00      -7.164942288803e-03 
       1.093849358603e-01       1.789354674534e-02      -1.224498589793e+04      -1.232366810474e+04      -2.385365644564e+02       1.837132065542e-02      -4.005834205411e+03       5.587632454756e-02       5.587632454756e-02      -1.465323697628e+00      -2.219569730915e-04      -4.074704950981e-02      -1.465323530008e+00      -7.855675113658e-03 
       1.131342477502e-01       1.729577097103e-02      -1.265835284680e+04      -1.273401508809e+04      -2.460966378351e+02       1.775730193726e-02      -4.139227452334e+03       5.397355176658e-02       5.397355176658e-02      -1.514193666627e+00      -2.164144786370e-04      -4.499077054107e-02      -1.514193504701e+00      -8.636910821980e-03 
       1.169911369549e-01       1.676134716525e-02      -1.311557742065e+04      -1.318675445503e+04      -2.544313757098e+02       1.720832810545e-02      -4.286452673991e+03       5.226873662830e-02       5.226873662830e-02      -1.568133466488e+00      -2.086190952074e-04      -4.976424630425e-02      -1.568133309663e+00      -9.515141692058e-03 
       1.209618577166e-01       1.626263054229e-02      -1.360126142704e+04      -1.366735748826e+04      -2.632421945642e+02       1.669601953119e-02      -4.442728882489e+03       5.067605607474e-02       5.067605607474e-02      -1.625393971704e+00      -2.004556023603e-04      -5.507113224032e-02      -1.625393819643e+00      -1.049070540088e-02 
       1.250525937794e-01       1.577120744184e-02      -1.409306450885e+04      -1.415459428919e+04      -2.721160986569e+02       1.619118900869e-02      -4.601093679162e+03       4.910498245546e-02       4.910498245546e-02      -1.683433717178e+00      -1.940898025209e-04      -6.087750999085e-02      -1.683433569817e+00      -1.155693658561e-02 
       1.292694834508e-01       1.526047028354e-02      -1.456416927235e+04      -1.462282931856e+04      -2.805473261491e+02       1.566651563506e-02      -4.753142645474e+03       4.747212950022e-02       4.747212950022e-02      -1.739180995374e+00      -1.918282379189e-04      -6.710794380637e-02      -1.739180852899e+00      -1.269952109384e-02 
       1.336186384829e-01       1.470964284180e-02      -1.498881580061e+04      -1.504733031159e+04      -2.880603315630e+02       1.510071649813e-02      -4.890781455026e+03       4.571872020511e-02       4.571872020511e-02      -1.789659384858e+00      -1.954471052029e-04      -7.366743111148e-02      -1.789659247631e+00      -1.390057509769e-02 
       1.381061584264e-01       1.411361654872e-02      -1.534806088606e+04      -1.540976991219e+04      -2.942998486015e+02       1.448849078240e-02      -5.008017023425e+03       4.382173805409e-02       4.382173805409e-02      -1.832697291079e+00      -2.057291565924e-04      -8.045819784358e-02      -1.832697159532e+00      -1.514184667721e-02 
       1.427381418276e-01       1.347673795594e-02      -1.563539075355e+04      -1.570361298225e+04      -2.991428371698e+02       1.383433979280e-02      -5.102726483108e+03       4.179959792545e-02       4.179959792545e-02      -1.867505174898e+00      -2.222798771552e-04      -8.742418936443e-02      -1.867505049409e+00      -1.641291113301e-02 
       1.475206954449e-01       1.281784341000e-02      -1.586134282550e+04      -1.593860710557e+04      -3.027796030248e+02       1.315760638234e-02      -5.178120563332e+03       3.971148682768e-02       3.971148682768e-02      -1.895256314559e+00      -2.430771152895e-04      -9.459108430760e-02      -1.895256195326e+00      -1.771852526383e-02 
       1.524599425409e-01       1.216558410578e-02      -1.605402010521e+04      -1.614134677815e+04      -3.057307408790e+02       1.248769617069e-02      -5.242928893599e+03       3.764543812074e-02       3.764543812074e-02      -1.919149181442e+00      -2.648695496592e-04      -1.021008903080e-01      -1.919149068399e+00      -1.908494457679e-02 
       1.575620312267e-01       1.155092510368e-02      -1.625492949785e+04      -1.635137155772e+04      -3.087382892845e+02       1.185640394752e-02      -5.310095032740e+03       3.569842397899e-02       3.569842397899e-02      -1.943918146420e+00      -2.837539266771e-04      -1.102211512669e-01      -1.943918039210e+00      -2.056150193709e-02 
       1.628331437863e-01       1.100124953506e-02      -1.651013799237e+04      -1.661279227361e+04      -3.126441661588e+02       1.129182215957e-02      -5.394057150124e+03       3.395313023238e-02       3.395313023238e-02      -1.974857376310e+00      -2.961472185685e-04      -1.193198552641e-01      -1.974857274327e+00      -2.221588688322e-02 
       1.682795078796e-01       1.053021564399e-02      -1.685652782444e+04      -1.696112524101e+04      -3.180943195088e+02       1.080798075100e-02      -5.506408236319e+03       3.245307330543e-02       3.245307330543e-02      -2.016206594824e+00      -2.998061546956e-04      -1.297863453059e-01      -2.016206497331e+00      -2.411947632052e-02 
       1.739074105004e-01       1.013521366573e-02      -1.730878376947e+04      -1.741084123013e+04      -3.253340851519e+02       1.040219258411e-02      -5.651842926893e+03       3.118916857981e-02       3.118916857981e-02      -2.069690196646e+00      -2.949983130079e-04      -1.419201143482e-01      -2.069690102935e+00      -2.632693471823e-02 
       1.797232155568e-01       9.795901143935e-03      -1.784966594041e+04      -1.794589429672e+04      -3.340307646694e+02       1.005357492328e-02      -5.825067659063e+03       3.009833727195e-02       3.009833727195e-02      -2.133373153528e+00      -2.846376316684e-04      -1.558033634954e-01      -2.133373063078e+00      -2.885285295063e-02 
       1.857333859280e-01       9.482334894428e-03      -1.843373901223e+04      -1.852327884199e+04      -3.433486268613e+02       9.731377219539e-03      -6.011970540302e+03       2.908618636441e-02       2.908618636441e-02      -2.202101929757e+00      -2.738656222211e-04      -1.712509997693e-01      -2.202101842331e+00      -3.166280815035e-02 
       1.919445108527e-01       9.160459799762e-03      -1.899407582947e+04      -1.907906041583e+04      -3.520831538389e+02       9.400647950349e-03      -6.191628059573e+03       2.804809414694e-02       2.804809414694e-02      -2.268217388482e+00      -2.685187896956e-04      -1.877923393910e-01      -2.268217304159e+00      -3.467009452387e-02 
       1.983633395023e-01       8.803691640943e-03      -1.946435788757e+04      -1.954939686480e+04      -3.590347828065e+02       9.034124320326e-03      -6.343173842287e+03       2.690504247201e-02       2.690504247201e-02      -2.324064475089e+00      -2.728705960632e-04      -2.048105685881e-01      -2.324064394186e+00      -3.776142387147e-02 
       2.049968216107e-01       8.407860708141e-03      -1.981361628179e+04      -1.990415172473e+04      -3.636709323542e+02       8.627519233997e-03      -6.456797393862e+03       2.564323392006e-02       2.564323392006e-02      -2.366058279688e+00      -2.878169851754e-04      -2.218913894202e-01      -2.366058202562e+00      -4.086095271380e-02 
       2.118521560623e-01       7.990853100573e-03      -2.006493715218e+04      -2.016502029987e+04      -3.664051913236e+02       8.199196711346e-03      -6.539620284288e+03       2.431849228208e-02       2.431849228208e-02      -2.396803202718e+00      -3.097456770993e-04      -2.391420185581e-01      -2.396803129560e+00      -4.398841825552e-02 
       2.189368484023e-01       7.582916526082e-03      -2.028599501932e+04      -2.039641649547e+04      -3.684261218211e+02       7.780207581725e-03      -6.612717594781e+03       2.302460251567e-02       2.302460251567e-02      -2.424012552832e+00      -3.318530972288e-04      -2.572509660021e-01      -2.424012483550e+00      -4.726975243853e-02 
       2.262587783298e-01       7.213221560460e-03      -2.055939706198e+04      -2.067714895408e+04      -3.711600924364e+02       7.400473758177e-03      -6.701845774377e+03       2.184909451505e-02       2.184909451505e-02      -2.457137201019e+00      -3.469383632767e-04      -2.772849265404e-01      -2.457137135257e+00      -5.089968046210e-02 
       2.338262783868e-01       6.897559671091e-03      -2.094939647429e+04      -2.106897696151e+04      -3.756922989576e+02       7.076200194306e-03      -6.827143425819e+03       2.084021913417e-02       2.084021913417e-02      -2.503558632442e+00      -3.508576716493e-04      -3.003395326510e-01      -2.503558569699e+00      -5.507787603815e-02 
       2.416482252736e-01       6.632679353013e-03      -2.146898749763e+04      -2.158517809024e+04      -3.821983980652e+02       6.804038111071e-03      -6.992860913225e+03       1.998653735677e-02       1.998653735677e-02      -2.564851691871e+00      -3.451741381931e-04      -3.269960238019e-01      -2.564851631680e+00      -5.990999277134e-02 
       2.497341455338e-01       6.394787873527e-03      -2.205937762290e+04      -2.217012496623e+04      -3.896168599811e+02       6.559577085543e-03      -7.180756948088e+03       1.921605633417e-02       1.921605633417e-02      -2.634331645767e+00      -3.368613045572e-04      -3.568140261473e-01      -2.634331587878e+00      -6.531525443833e-02 
       2.580943377708e-01       6.154148311191e-03      -2.261838594086e+04      -2.272607156252e+04      -3.961983317155e+02       6.312299622099e-03      -7.358912856147e+03       1.843769366845e-02       1.843769366845e-02      -2.700311281375e+00      -3.344967183280e-04      -3.884485502610e-01      -2.700311225812e+00      -7.104814310373e-02 
       2.667400141334e-01       5.892553487997e-03      -2.306710046825e+04      -2.317716157435e+04      -4.006000465721e+02       6.043545910030e-03      -7.502586822161e+03       1.759886171297e-02       1.759886171297e-02      -2.753695468510e+00      -3.432533982465e-04      -4.205730930835e-01      -2.753695415456e+00      -7.686687901743e-02 
       2.756834645670e-01       5.613030139991e-03      -2.339611576542e+04      -2.351353460057e+04      -4.026881410665e+02       5.756418947768e-03      -7.608631830423e+03       1.670840609087e-02       1.670840609087e-02      -2.793335531796e+00      -3.610429990574e-04      -4.527982817953e-01      -2.793335481409e+00      -8.270052273516e-02 
       2.849382483335e-01       5.336428298788e-03      -2.368098878449e+04      -2.380688886012e+04      -4.037182319026e+02       5.472310285643e-03      -7.700471002406e+03       1.582944461035e-02       1.582944461035e-02      -2.827821445996e+00      -3.796907387086e-04      -4.863352814050e-01      -2.827821398240e+00      -8.876948577503e-02 
       2.945194186351e-01       5.087208716056e-03      -2.403633463309e+04      -2.416724394232e+04      -4.055603563221e+02       5.216304619107e-03      -7.813943698304e+03       1.503461448162e-02       1.503461448162e-02      -2.870316079005e+00      -3.906852058232e-04      -5.235513582137e-01      -2.870316033629e+00      -9.550435310951e-02 
