# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.05469e-05 to 1.07987 h/Mpc,
# number of wavenumbers equal to 112
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_fld                 13:t_ur                  14:t_tot              
       1.054685259621e-05      -1.325614508882e-03      -9.947245233636e-04      -9.947245567625e-04       1.441849094954e-05      -1.325594038608e-03      -3.006034817456e-04       4.806754194722e-01       4.805336208243e-01      -1.441000818646e-10      -2.161943332886e-15      -2.131624081536e-11      -1.472184820869e-10      -3.895837852250e-12 
       1.327770074781e-05      -2.100319305292e-03      -1.576529507366e-03      -1.576529591256e-03       2.285074670892e-05      -2.100267899523e-03      -4.764242464552e-04       4.806730898094e-01       4.805313544238e-01      -3.618860855190e-10      -5.430077770351e-15      -5.354014403726e-11      -3.697155424692e-10      -9.785185091819e-12 
       1.671563488162e-05      -3.327178981757e-03      -2.498623918310e-03      -2.498624129017e-03       3.621357126866e-05      -3.327049906661e-03      -7.550809088773e-04       4.806692151709e-01       4.805275800331e-01      -9.087101796179e-10      -1.363809186951e-14      -1.344712733849e-10      -9.283628166866e-10      -2.457637669523e-11 
       2.104373752675e-05      -5.269200512828e-03      -3.960035224505e-03      -3.960035753713e-03       5.738801873449e-05      -5.268876496356e-03      -1.196721579991e-03       4.806633232620e-01       4.805218468745e-01      -2.281357492210e-09      -3.425030178816e-14      -3.377152337569e-10      -2.330666086287e-09      -6.172159312530e-11 
       2.649249593155e-05      -8.341023357341e-03      -6.276189872430e-03      -6.276191201499e-03       9.093827645505e-05      -8.340210274193e-03      -1.896672394192e-03       4.806537799040e-01       4.805125548676e-01      -5.725658984248e-09      -8.600624259830e-14      -8.480587222462e-10      -5.849292485522e-09      -1.549920592890e-10 
       3.335207635008e-05      -1.319430667786e-02      -9.946983144379e-03      -9.946986481862e-03       1.440866760250e-04      -1.319226752980e-02      -3.006015659285e-03       4.806389065896e-01       4.804980792322e-01      -1.436291192409e-08      -2.159293563188e-13      -2.129261945205e-09      -1.467257360578e-08      -3.891418411223e-10 
       4.198777645321e-05      -2.084810028089e-02      -1.576463632791e-02      -1.576464470750e-02       2.282601612195e-04      -2.084299093950e-02      -4.764194617090e-03       4.806153050140e-01       4.804751062495e-01      -3.600132389290e-08      -5.419662842587e-13      -5.344620792354e-09      -3.677562505495e-08      -9.767610162223e-10 
       5.285947876168e-05      -3.288316941748e-02      -2.498458930583e-02      -2.498461033902e-02       3.615124149374e-04      -3.287038618479e-02      -7.550691930034e-03       4.805779509995e-01       4.804387442046e-01      -9.012685176425e-08      -1.359662516736e-12      -1.340979130297e-08      -9.205777519779e-08      -2.450652374708e-09 
       6.654614106728e-05      -5.171960254294e-02      -3.959621086716e-02      -3.959626363897e-02       5.723164972452e-04      -5.168769403157e-02      -1.196692141024e-02       4.805189423096e-01       4.803812970082e-01      -2.251820567236e-07      -3.408541587155e-12      -3.362317737286e-08      -2.299767884923e-07      -6.144405904979e-09 
       8.377662804643e-05      -8.098260159704e-02      -6.275151845846e-02      -6.275165077119e-02       9.054518881820e-04      -8.090324858648e-02      -1.896599490257e-02       4.804257147470e-01       4.802905176371e-01      -5.608631898396e-07      -8.535010967257e-12      -8.421668597499e-08      -5.726880521175e-07      -1.538898704643e-08 
       1.054685259621e-04      -1.259040485852e-01      -9.944382224341e-02      -9.944415363367e-02       1.431011827636e-03      -1.257078598194e-01      -3.005833777297e-02       4.802788161212e-01       4.801474331067e-01      -1.390052580681e-06      -2.133285524645e-11      -2.105885598089e-07      -1.418897760874e-06      -3.847694741142e-08 
       1.327770074781e-04      -1.935430671462e-01      -1.575812648084e-01      -1.575820934087e-01       2.257902794749e-03      -1.930625303762e-01      -4.763743281158e-02       4.800481264180e-01       4.799226254585e-01      -3.418242710486e-06      -5.316725877995e-11      -5.252066709717e-07      -3.487370301165e-06      -9.594534037994e-08 
       1.671563488162e-04      -2.922110008432e-01      -2.496832583085e-01      -2.496853246017e-01       3.553297952950e-03      -2.910514304495e-01      -7.549579147577e-02       4.796877673795e-01       4.795711914629e-01      -8.302142112312e-06      -1.319088929349e-10      -1.304451498407e-06      -8.463057409518e-06      -2.382369933326e-07 
       2.104373752675e-04      -4.286793971018e-01      -3.955570478080e-01      -3.955621789348e-01       5.568713649428e-03      -4.259474684054e-01      -1.196420670421e-01       4.791295627058e-01       4.790261791461e-01      -1.977279185303e-05      -3.249550824680e-10      -3.218872250425e-06      -2.012950381341e-05      -5.876406880327e-07 
       2.649249593155e-04      -6.005773828741e-01      -6.265111509671e-01      -6.265238094069e-01       8.669930130027e-03      -5.943851469342e-01      -1.895947938026e-01       4.782761123355e-01       4.781914149199e-01      -4.565975048842e-05      -7.917571653992e-10      -7.862776178279e-06      -4.638544690611e-05      -1.434570417283e-06 
       3.335207635008e-04      -7.813189753570e-01      -9.919679501432e-01      -9.919988601966e-01       1.335773743882e-02      -7.681443748661e-01      -3.004307111396e-01       4.769975188966e-01       4.769374816810e-01      -1.004585426358e-04      -1.896783405699e-09      -1.890784007557e-05      -1.017094159356e-04      -3.446689312458e-06 
       4.198777645321e-04      -9.020838705711e-01      -1.569803437042e+00      -1.569877732781e+00       2.024224870710e-02      -8.768720363475e-01      -4.760284777862e-01       4.751406706536e-01       4.751094535994e-01      -2.051203515916e-04      -4.429923800563e-09      -4.439726584550e-05      -2.065476504012e-04      -8.083056584577e-06 
       5.285947876168e-04      -8.625772210514e-01      -2.482458745697e+00      -2.482633101124e+00       2.988828242207e-02      -8.224984632690e-01      -7.542060609153e-01       4.725663189912e-01       4.725620056753e-01      -3.749553730771e-04      -9.970116941637e-09      -1.006359686725e-04      -3.743826642407e-04      -1.829260624556e-05 
       6.654614106728e-04      -6.392317813462e-01      -3.922006039452e+00      -3.922400996708e+00       4.240776894119e-02      -5.947700711618e-01      -1.194837018711e+00       4.692248596341e-01       4.692356534297e-01      -5.934209271921e-04      -2.132516787129e-08      -2.170475862977e-04      -5.858547195461e-04      -3.938283183956e-05 
       8.377662804643e-04      -4.490973591696e-01      -6.189217075447e+00      -6.190067845861e+00       5.679416163599e-02      -4.311023361900e-01      -1.892519271478e+00       4.652397028477e-01       4.652486434863e-01      -8.393869981496e-04      -4.278284980323e-08      -4.389808807348e-04      -8.237581969154e-04      -7.953631241384e-05 
       1.054685259621e-03      -4.796095658069e-01      -9.754585137338e+00      -9.756297849418e+00       7.062544868449e-02      -4.964961230295e-01      -2.995795839109e+00       4.608815949464e-01       4.608835594567e-01      -1.261388556488e-03      -7.990587442783e-08      -8.268592395401e-04      -1.256753889884e-03      -1.497142676923e-04 
       1.327770074781e-03      -3.401032952239e-01      -1.535278083773e+01      -1.535595069323e+01       8.148405098403e-02      -3.311458269562e-01      -4.735592235394e+00       4.563405430844e-01       4.563433267028e-01      -2.005052958814e-03      -1.385945198711e-07      -1.464073237459e-03      -2.017871464267e-03      -2.650197541779e-04 
       1.671563488162e-03      -2.891588987819e-01      -2.412476556831e+01      -2.413012401010e+01       8.902014631161e-02      -2.700836679139e-01      -7.468244126393e+00       4.515115550767e-01       4.515126676947e-01      -2.996235432489e-03      -2.229432454302e-07      -2.483486313509e-03      -2.984668143725e-03      -4.494133622616e-04 
       2.104373752675e-03      -1.202724068516e-01      -3.782790559116e+01      -3.783639865816e+01       9.374707261254e-02      -1.257524299066e-01      -1.174181604379e+01       4.460803177992e-01       4.460815430368e-01      -4.668305781233e-03      -3.399450834926e-07      -4.089612875694e-03      -4.668589600720e-03      -7.399729653573e-04 
       2.649249593155e-03      -1.125869529423e-01      -5.913997848828e+01      -5.915371416098e+01       9.622322146008e-02      -9.135341593445e-02      -1.839184274332e+01       4.396319798468e-01       4.396325003759e-01      -7.237249927944e-03      -5.202394002179e-07      -6.596366262361e-03      -7.228964382585e-03      -1.193445389179e-03 
       3.335207635008e-03      -4.715626805958e-02      -9.209215295795e+01      -9.211629315411e+01       9.695257742573e-02      -5.968508725853e-02      -2.867667760073e+01       4.317046920902e-01       4.317051019089e-01      -1.111897210079e-02      -8.281710088274e-07      -1.047743618622e-02      -1.101999274819e-02      -1.895494884667e-03 
       4.198777645321e-03       2.728865702243e-02      -1.426653904510e+02      -1.427088678662e+02       9.629069742355e-02      -2.627839541370e-01      -4.446341757753e+01       4.218281558509e-01       4.218284296640e-01      -1.695164859441e-02      -1.300397849442e-06      -1.643662162394e-02      -1.686016766237e-02      -2.973434439386e-03 
       5.285947876168e-03       1.895818452994e-01      -2.195571938833e+02      -2.196381660680e+02       9.445373280021e-02       1.931950633938e-01      -6.846833115289e+01       4.095288004025e-01       4.095288004025e-01      -2.587770383422e-02      -2.023236193060e-06      -2.549870632979e-02      -2.587641802627e-02      -4.612677347589e-03 
       6.654614106728e-03       1.813109279309e-01      -3.351003425351e+02      -3.352594574007e+02       9.153540828553e-02       1.847893294770e-01      -1.045457377023e+02       3.943527758929e-01       3.943527758929e-01      -3.948245796783e-02      -3.166304434412e-06      -3.911565620324e-02      -3.948122053692e-02      -7.075902131342e-03 
       8.377662804643e-03       1.720508277358e-01      -5.061602334490e+02      -5.064863022148e+02       8.762363844253e-02       1.753654929865e-01      -1.579710353011e+02       3.758534782688e-01       3.758534782688e-01      -5.962939530402e-02      -4.958954682204e-06      -5.927922919831e-02      -5.962821636567e-02      -1.072338501073e-02 
       1.054685259621e-02       1.614581963941e-01      -7.545766488046e+02      -7.552674834632e+02       8.263763913376e-02       1.645763188792e-01      -2.355880491772e+02       3.535958798007e-01       3.535958798007e-01      -8.890223873817e-02      -7.795860257912e-06      -8.857210471107e-02      -8.890112983776e-02      -1.602234085671e-02 
       1.327770074781e-02       1.491248049893e-01      -1.106298668361e+03      -1.107788750722e+03       7.659607870881e-02       1.520099410608e-01      -3.455565017051e+02       3.272034148490e-01       3.272034148490e-01      -1.303727401560e-01      -1.232274600478e-05      -1.300669844589e-01      -1.303717142060e-01      -2.352865274930e-02 
