### The result of the verage over time 
### d tau = 3.75901e-06
### number of kessence update = 1
### initial time = 0.642703
### 1- tau	 2- pi_k(x)	3-zeta(x)	4-|k|	 5-vec{k} 	 6-|k|^2
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642812	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642812	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642816	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642816	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642816	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642819	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642819	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642819	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642823	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642823	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642823	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642827	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642827	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642827	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642831	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642831	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642831	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642834	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642834	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642834	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642838	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642838	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642838	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642842	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642842	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642842	      nan nan	      nan nan	 (0 , 0 , 1) 	1
