### The result of the verage over time 
### d tau = 0.238644
### number of kessence update = 10
### initial time = 11.9322
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
  11.9322	        0	        0	 (32 , 32 , 32) 
  12.1708	5.40238e-08	-3.7327e-06	 (32 , 32 , 32) 
  12.4142	4.02318e-07	-2.68789e-06	 (32 , 32 , 32) 
  12.6625	9.67346e-07	-1.55745e-06	 (32 , 32 , 32) 
  12.9158	1.77072e-06	-5.65269e-07	 (32 , 32 , 32) 
  13.1741	2.7576e-06	1.33964e-07	 (32 , 32 , 32) 
  13.4376	3.84483e-06	4.8581e-07	 (32 , 32 , 32) 
  13.7063	4.94776e-06	5.32909e-07	 (32 , 32 , 32) 
  13.9805	6.00195e-06	3.82383e-07	 (32 , 32 , 32) 
  14.2601	6.97457e-06	1.58895e-07	 (32 , 32 , 32) 
  14.5453	7.86364e-06	-3.82951e-08	 (32 , 32 , 32) 
  14.8362	8.68763e-06	-1.59876e-07	 (32 , 32 , 32) 
  15.1329	9.47105e-06	-2.07233e-07	 (32 , 32 , 32) 
  15.4356	1.02325e-05	-2.14007e-07	 (32 , 32 , 32) 
  15.7443	1.09788e-05	-2.20038e-07	 (32 , 32 , 32) 
  16.0591	1.17068e-05	-2.50442e-07	 (32 , 32 , 32) 
  16.3803	1.24091e-05	-3.07894e-07	 (32 , 32 , 32) 
  16.7079	1.30805e-05	-3.78329e-07	 (32 , 32 , 32) 
  17.0421	1.37212e-05	-4.4362e-07	 (32 , 32 , 32) 
  17.3829	1.43363e-05	-4.92714e-07	 (32 , 32 , 32) 
  17.7306	1.49326e-05	-5.25716e-07	 (32 , 32 , 32) 
  18.0852	1.55152e-05	-5.50705e-07	 (32 , 32 , 32) 
  18.4469	1.60859e-05	-5.77043e-07	 (32 , 32 , 32) 
  18.8159	1.66438e-05	-6.09632e-07	 (32 , 32 , 32) 
  19.1922	1.71874e-05	-6.46803e-07	 (32 , 32 , 32) 
   19.576	1.77171e-05	-6.82189e-07	 (32 , 32 , 32) 
  19.9675	1.82357e-05	-7.09143e-07	 (32 , 32 , 32) 
  20.3669	1.87477e-05	-7.25147e-07	 (32 , 32 , 32) 
  20.7742	1.92577e-05	-7.33479e-07	 (32 , 32 , 32) 
  21.1897	1.97677e-05	-7.40875e-07	 (32 , 32 , 32) 
  21.6135	2.02773e-05	-7.52774e-07	 (32 , 32 , 32) 
  22.0458	2.07848e-05	-7.69892e-07	 (32 , 32 , 32) 
  22.4867	2.12892e-05	-7.88877e-07	 (32 , 32 , 32) 
  22.9364	2.17911e-05	-8.06119e-07	 (32 , 32 , 32) 
  23.3951	2.22924e-05	-8.2091e-07	 (32 , 32 , 32) 
  23.8631	2.2794e-05	-8.35072e-07	 (32 , 32 , 32) 
  24.3403	2.32966e-05	-8.49943e-07	 (32 , 32 , 32) 
  24.8271	2.38005e-05	-8.64111e-07	 (32 , 32 , 32) 
  25.3237	2.43088e-05	-8.74525e-07	 (32 , 32 , 32) 
  25.8301	2.48266e-05	-8.80492e-07	 (32 , 32 , 32) 
  26.3467	2.53603e-05	-8.92371e-07	 (32 , 32 , 32) 
  26.8737	2.59059e-05	-9.236e-07	 (32 , 32 , 32) 
  27.4111	2.64508e-05	-9.64809e-07	 (32 , 32 , 32) 
  27.9594	2.69977e-05	-1.00151e-06	 (32 , 32 , 32) 
  28.5186	2.75479e-05	-1.0395e-06	 (32 , 32 , 32) 
  29.0889	2.80962e-05	-1.08832e-06	 (32 , 32 , 32) 
  29.6707	2.86373e-05	-1.1452e-06	 (32 , 32 , 32) 
  30.2641	2.91706e-05	-1.19922e-06	 (32 , 32 , 32) 
  30.8694	2.96983e-05	-1.24826e-06	 (32 , 32 , 32) 
  31.4868	3.02218e-05	-1.29486e-06	 (32 , 32 , 32) 
  32.1165	3.07443e-05	-1.33363e-06	 (32 , 32 , 32) 
  32.7589	3.1274e-05	-1.36257e-06	 (32 , 32 , 32) 
   33.414	3.18136e-05	-1.39232e-06	 (32 , 32 , 32) 
  34.0823	3.23579e-05	-1.43107e-06	 (32 , 32 , 32) 
   34.764	3.29009e-05	-1.47484e-06	 (32 , 32 , 32) 
  35.4592	3.34412e-05	-1.51515e-06	 (32 , 32 , 32) 
  36.1684	3.39827e-05	-1.54933e-06	 (32 , 32 , 32) 
  36.8918	3.45299e-05	-1.58149e-06	 (32 , 32 , 32) 
  37.6296	3.5082e-05	-1.61734e-06	 (32 , 32 , 32) 
  38.3796	3.56337e-05	-1.65705e-06	 (32 , 32 , 32) 
  39.1296	3.61748e-05	-1.69345e-06	 (32 , 32 , 32) 
  39.8796	3.67077e-05	-1.7225e-06	 (32 , 32 , 32) 
  40.6296	3.72356e-05	-1.74983e-06	 (32 , 32 , 32) 
  41.3796	3.77559e-05	-1.78209e-06	 (32 , 32 , 32) 
