### The result of the verage over time 
### d tau = 0.238644
### number of kessence update = 10
### initial time = 11.9322
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
  11.9322	        0	        0	5.61159e-21
  12.1708	-6.69148e-10	-1.64927e-08	5.61159e-21
  12.4142	-1.18443e-09	-1.46217e-08	6.89019e-10
  12.6625	-1.58044e-09	-1.29428e-08	1.29592e-09
  12.9158	-1.87387e-09	-1.14427e-08	1.82837e-09
  13.1741	-2.07948e-09	-1.01024e-08	2.29529e-09
  13.4376	-2.21007e-09	-8.90051e-09	2.70467e-09
  13.7063	-2.27671e-09	-7.81979e-09	3.06369e-09
  13.9805	-2.28901e-09	-6.84609e-09	3.37879e-09
  14.2601	-2.25529e-09	-5.96665e-09	3.65575e-09
  14.5453	-2.18276e-09	-5.17059e-09	3.89974e-09
  14.8362	-2.07767e-09	-4.4486e-09	4.11539e-09
  15.1329	-1.94541e-09	-3.7925e-09	4.30685e-09
  15.4356	-1.79064e-09	-3.19523e-09	4.47786e-09
  15.7443	-1.61739e-09	-2.65068e-09	4.63173e-09
  16.0591	-1.42912e-09	-2.15344e-09	4.77145e-09
  16.3803	-1.22879e-09	-1.69866e-09	4.89969e-09
  16.7079	-1.01896e-09	-1.28202e-09	5.01885e-09
  17.0421	-8.01768e-10	-8.99929e-10	5.13107e-09
  17.3829	-5.79071e-10	-5.49408e-10	5.23826e-09
  17.7306	-3.52432e-10	-2.27655e-10	5.34217e-09
  18.0852	-1.23163e-10	6.79771e-11	5.44433e-09
  18.4469	1.07642e-10	3.39705e-10	5.54615e-09
  18.8159	3.39077e-10	5.89478e-10	5.64888e-09
  19.1922	5.704e-10	8.19103e-10	5.75367e-09
   19.576	8.01017e-10	1.03015e-09	5.86154e-09
  19.9675	1.03046e-09	1.22405e-09	5.97342e-09
  20.3669	1.25836e-09	1.40206e-09	6.09019e-09
  20.7742	1.48446e-09	1.56525e-09	6.21261e-09
  21.1897	1.70857e-09	1.7146e-09	6.34142e-09
  21.6135	1.93058e-09	1.85098e-09	6.47728e-09
  22.0458	2.15043e-09	1.97522e-09	6.62083e-09
  22.4867	2.36813e-09	2.08796e-09	6.77264e-09
  22.9364	2.58372e-09	2.18983e-09	6.93328e-09
  23.3951	2.79729e-09	2.28138e-09	7.10327e-09
  23.8631	3.00895e-09	2.36308e-09	7.28312e-09
  24.3403	3.21886e-09	2.43539e-09	7.47332e-09
  24.8271	3.42718e-09	2.4987e-09	7.67436e-09
  25.3237	3.63412e-09	2.55338e-09	7.8867e-09
  25.8301	3.8399e-09	2.59975e-09	8.11081e-09
  26.3467	4.04474e-09	2.63815e-09	8.34717e-09
