### The result of the verage over time 
### d tau = 3.75901e-10
### number of kessence update = 1
### initial time = 0.642703
### 1- tau	 2- pi_k(x)	3-zeta(x)	4-|k|	 5-vec{k} 	 6-|k|^2
 0.642703	        0 0	        0 0	 (1 , 0 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 1 , 0) 	1
 0.642703	        0 0	        0 0	 (0 , 0 , 1) 	1
 0.642703	4.10937e-05 1.03463e-05	   109320 27523.2	 (1 , 0 , 0) 	1
 0.642703	3.70302e-06 1.89723e-05	  9853.35 50470.7	 (0 , 1 , 0) 	1
 0.642703	3.36448e-05 -2.05977e-06	  89504.6 -5478.62	 (0 , 0 , 1) 	1
 0.642703	7.18163e+09 1.80809e+09	1.91051e+19 4.81002e+18	 (1 , 0 , 0) 	1
 0.642703	6.473e+08 3.31559e+09	1.722e+18 8.82039e+18	 (0 , 1 , 0) 	1
 0.642703	5.87986e+09 -3.59909e+08	1.56421e+19 -9.57459e+17	 (0 , 0 , 1) 	1
 0.642703	1.25539e+24 3.16039e+23	3.33969e+33 8.40751e+32	 (1 , 0 , 0) 	1
 0.642703	1.13222e+23 5.7963e+23	3.01202e+32 1.54198e+33	 (0 , 1 , 0) 	1
 0.642703	1.02799e+24 -6.29152e+22	2.73473e+33 -1.67372e+32	 (0 , 0 , 1) 	1
 0.642703	9.52987e+48 1.59247e+48	2.53521e+58 4.2364e+57	 (1 , 0 , 0) 	1
 0.642703	3.00035e+48 5.74437e+48	7.98177e+57 1.52816e+58	 (0 , 1 , 0) 	1
 0.642703	1.24295e+49 -5.02351e+47	3.3066e+58 -1.33639e+57	 (0 , 0 , 1) 	1
 0.642703	2.53323e+99 -6.02192e+98	6.73909e+108 -1.602e+108	 (1 , 0 , 0) 	1
 0.642703	2.59544e+99 1.39981e+99	6.90458e+108 3.72389e+108	 (0 , 1 , 0) 	1
 0.642703	4.50512e+99 1.66509e+98	1.19849e+109 4.42961e+107	 (0 , 0 , 1) 	1
 0.642703	1.99615e+201 -3.63199e+199	5.31031e+210 -9.66211e+208	 (1 , 0 , 0) 	1
 0.642703	2.05901e+201 3.03693e+200	5.47753e+210 8.07906e+209	 (0 , 1 , 0) 	1
 0.642703	2.26992e+201 1.14006e+200	6.03861e+210 3.03287e+209	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
 0.642703	      nan nan	      nan nan	 (1 , 0 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 1 , 0) 	1
 0.642703	      nan nan	      nan nan	 (0 , 0 , 1) 	1
