### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
 0.642703	        0	        0	-3.11285e-20
 0.657739	-1.88026e-09	-4.61187e-08	-3.11285e-20
 0.673084	-3.35266e-09	-3.84344e-08	5.93511e-10
 0.688745	-4.36298e-09	-2.75208e-08	1.10011e-09
 0.704726	-4.78025e-09	-1.18207e-08	1.56786e-09
 0.721036	-4.42885e-09	9.90573e-09	2.00256e-09
  0.73768	-3.1009e-09	3.86553e-08	2.40793e-09
 0.754664	-5.66567e-10	7.52221e-08	2.78723e-09
 0.771996	3.4176e-09	1.20229e-07	3.14343e-09
 0.789681	9.1019e-09	1.74157e-07	3.47917e-09
 0.807728	1.67381e-08	2.37367e-07	3.79688e-09
 0.826143	2.65754e-08	3.10124e-07	4.09877e-09
 0.844933	3.88568e-08	3.9261e-07	4.38685e-09
 0.864106	5.38174e-08	4.84948e-07	4.66296e-09
 0.883669	7.16819e-08	5.87204e-07	4.92877e-09
 0.903631	9.26643e-08	6.9941e-07	5.18582e-09
 0.923998	1.16967e-07	8.21566e-07	5.43552e-09
 0.944778	1.44779e-07	9.53653e-07	5.67918e-09
 0.965981	1.76279e-07	1.09564e-06	5.91798e-09
 0.987614	2.11633e-07	1.24748e-06	6.15303e-09
  1.00969	2.50998e-07	1.40913e-06	6.38536e-09
   1.0322	2.94517e-07	1.58056e-06	6.61592e-09
  1.05518	3.42326e-07	1.76173e-06	6.84558e-09
  1.07862	3.94551e-07	1.95262e-06	7.07518e-09
  1.10253	4.51311e-07	2.15321e-06	7.3055e-09
  1.12693	5.12718e-07	2.36352e-06	7.53726e-09
  1.15182	5.78877e-07	2.58356e-06	7.77115e-09
  1.17722	6.49889e-07	2.81337e-06	8.00783e-09
  1.20313	7.25852e-07	3.05301e-06	8.24793e-09
  1.22956	8.0686e-07	3.30255e-06	8.49204e-09
  1.25652	8.93005e-07	3.56209e-06	8.74073e-09
  1.28403	9.84377e-07	3.83176e-06	8.99457e-09
   1.3121	1.08107e-06	4.11169e-06	9.25408e-09
  1.34073	1.18317e-06	4.40205e-06	9.5198e-09
  1.36993	1.29078e-06	4.70302e-06	9.79224e-09
  1.39973	1.40399e-06	5.01481e-06	1.00719e-08
  1.43012	1.5229e-06	5.33766e-06	1.03593e-08
  1.46113	1.64761e-06	5.67181e-06	1.06549e-08
  1.49276	1.77823e-06	6.01754e-06	1.09592e-08
  1.52503	1.91487e-06	6.37515e-06	1.12728e-08
  1.55795	2.05764e-06	6.74496e-06	1.1596e-08
  1.59153	2.20668e-06	7.12732e-06	1.19294e-08
  1.62578	2.36212e-06	7.5226e-06	1.22735e-08
  1.66072	2.52408e-06	7.93121e-06	1.26289e-08
  1.69637	2.69273e-06	8.35357e-06	1.2996e-08
  1.73273	2.86821e-06	8.79015e-06	1.33753e-08
  1.76982	3.05069e-06	9.24146e-06	1.37674e-08
  1.80765	3.24035e-06	9.70805e-06	1.41728e-08
  1.84625	3.43738e-06	1.01906e-05	1.45921e-08
  1.88561	3.64199e-06	1.06896e-05	1.50258e-08
  1.92577	3.85439e-06	1.12061e-05	1.54746e-08
  1.96673	4.07484e-06	1.17409e-05	1.59391e-08
  2.00851	4.30359e-06	1.2295e-05	1.64197e-08
  2.05113	4.54095e-06	1.28697e-05	1.69172e-08
