### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- pi_k(x)	3-zeta(x)	 4-x
 0.642703	    1e-05	    1e-05	 (32 , 32 , 32) 
 0.657739	9.95107e-06	9.40068e-06	 (32 , 32 , 32) 
 0.673084	9.90077e-06	8.34781e-06	 (32 , 32 , 32) 
 0.688745	9.84048e-06	7.41473e-06	 (32 , 32 , 32) 
 0.704726	9.77432e-06	6.58884e-06	 (32 , 32 , 32) 
 0.721036	9.7039e-06	5.85892e-06	 (32 , 32 , 32) 
  0.73768	9.63055e-06	5.21498e-06	 (32 , 32 , 32) 
 0.754664	9.55545e-06	4.64809e-06	 (32 , 32 , 32) 
 0.771996	9.47966e-06	4.15035e-06	 (32 , 32 , 32) 
 0.789681	9.40411e-06	3.71466e-06	 (32 , 32 , 32) 
 0.807728	9.32967e-06	3.33475e-06	 (32 , 32 , 32) 
 0.826143	9.25708e-06	3.00501e-06	 (32 , 32 , 32) 
 0.844933	9.18703e-06	2.72045e-06	 (32 , 32 , 32) 
 0.864106	9.12013e-06	2.47663e-06	 (32 , 32 , 32) 
 0.883669	9.05692e-06	2.2696e-06	 (32 , 32 , 32) 
 0.903631	8.99791e-06	2.09585e-06	 (32 , 32 , 32) 
 0.923998	8.94352e-06	1.95226e-06	 (32 , 32 , 32) 
 0.944778	8.89416e-06	1.83607e-06	 (32 , 32 , 32) 
 0.965981	8.8502e-06	1.74481e-06	 (32 , 32 , 32) 
 0.987614	8.81196e-06	1.67631e-06	 (32 , 32 , 32) 
  1.00969	8.77974e-06	1.62864e-06	 (32 , 32 , 32) 
   1.0322	8.75382e-06	1.60012e-06	 (32 , 32 , 32) 
  1.05518	8.73445e-06	1.58923e-06	 (32 , 32 , 32) 
  1.07862	8.72188e-06	1.59467e-06	 (32 , 32 , 32) 
  1.10253	8.71634e-06	1.61529e-06	 (32 , 32 , 32) 
  1.12693	8.71803e-06	1.65008e-06	 (32 , 32 , 32) 
  1.15182	8.72716e-06	1.69817e-06	 (32 , 32 , 32) 
  1.17722	8.74394e-06	1.75882e-06	 (32 , 32 , 32) 
  1.20313	8.76856e-06	1.83138e-06	 (32 , 32 , 32) 
  1.22956	8.80123e-06	1.91531e-06	 (32 , 32 , 32) 
  1.25652	8.84215e-06	2.01017e-06	 (32 , 32 , 32) 
  1.28403	8.89152e-06	2.11558e-06	 (32 , 32 , 32) 
   1.3121	8.94955e-06	2.23126e-06	 (32 , 32 , 32) 
  1.34073	9.01647e-06	2.35698e-06	 (32 , 32 , 32) 
  1.36993	9.09249e-06	2.49259e-06	 (32 , 32 , 32) 
  1.39973	9.17787e-06	2.63799e-06	 (32 , 32 , 32) 
  1.43012	9.27286e-06	2.79314e-06	 (32 , 32 , 32) 
  1.46113	9.37772e-06	2.95807e-06	 (32 , 32 , 32) 
  1.49276	9.49274e-06	3.13282e-06	 (32 , 32 , 32) 
  1.52503	9.61823e-06	3.31751e-06	 (32 , 32 , 32) 
  1.55795	9.75452e-06	3.5123e-06	 (32 , 32 , 32) 
  1.59153	9.90196e-06	3.7174e-06	 (32 , 32 , 32) 
  1.62578	1.00609e-05	3.93304e-06	 (32 , 32 , 32) 
  1.66072	1.02318e-05	4.15951e-06	 (32 , 32 , 32) 
  1.69637	1.0415e-05	4.39714e-06	 (32 , 32 , 32) 
  1.73273	1.06111e-05	4.6463e-06	 (32 , 32 , 32) 
  1.76982	1.08205e-05	4.9074e-06	 (32 , 32 , 32) 
  1.80765	1.10437e-05	5.18088e-06	 (32 , 32 , 32) 
  1.84625	1.12814e-05	5.46723e-06	 (32 , 32 , 32) 
  1.88561	1.15341e-05	5.76699e-06	 (32 , 32 , 32) 
  1.92577	1.18025e-05	6.08071e-06	 (32 , 32 , 32) 
  1.96673	1.20874e-05	6.40903e-06	 (32 , 32 , 32) 
  2.00851	1.23894e-05	6.75258e-06	 (32 , 32 , 32) 
  2.05113	1.27094e-05	7.11206e-06	 (32 , 32 , 32) 
   2.0946	1.30483e-05	7.48821e-06	 (32 , 32 , 32) 
  2.13894	1.3407e-05	7.88181e-06	 (32 , 32 , 32) 
  2.18417	1.37865e-05	8.29368e-06	 (32 , 32 , 32) 
   2.2303	1.4188e-05	8.72467e-06	 (32 , 32 , 32) 
  2.27735	1.46124e-05	9.17569e-06	 (32 , 32 , 32) 
  2.32534	1.50611e-05	9.64768e-06	 (32 , 32 , 32) 
  2.37428	1.55354e-05	1.01416e-05	 (32 , 32 , 32) 
   2.4242	1.60367e-05	1.06585e-05	 (32 , 32 , 32) 
  2.47512	1.65665e-05	1.11993e-05	 (32 , 32 , 32) 
  2.52704	1.71263e-05	1.17651e-05	 (32 , 32 , 32) 
  2.57999	1.77179e-05	1.2357e-05	 (32 , 32 , 32) 
  2.63399	1.8343e-05	1.2976e-05	 (32 , 32 , 32) 
  2.68906	1.90036e-05	1.36231e-05	 (32 , 32 , 32) 
  2.74522	1.97016e-05	1.42993e-05	 (32 , 32 , 32) 
  2.80248	2.04391e-05	1.50056e-05	 (32 , 32 , 32) 
  2.86087	2.12184e-05	1.57428e-05	 (32 , 32 , 32) 
   2.9204	2.20417e-05	1.65115e-05	 (32 , 32 , 32) 
   2.9811	2.29114e-05	1.73124e-05	 (32 , 32 , 32) 
  3.04298	2.38301e-05	1.81458e-05	 (32 , 32 , 32) 
  3.10606	2.48002e-05	1.90119e-05	 (32 , 32 , 32) 
  3.17036	2.58243e-05	1.99102e-05	 (32 , 32 , 32) 
  3.23589	2.69051e-05	2.08403e-05	 (32 , 32 , 32) 
  3.30269	2.8045e-05	2.1801e-05	 (32 , 32 , 32) 
  3.37075	2.92467e-05	2.27907e-05	 (32 , 32 , 32) 
   3.4401	3.05125e-05	2.3807e-05	 (32 , 32 , 32) 
  3.51076	3.18446e-05	2.48468e-05	 (32 , 32 , 32) 
  3.58272	3.3245e-05	2.59062e-05	 (32 , 32 , 32) 
  3.65602	3.47153e-05	2.69802e-05	 (32 , 32 , 32) 
  3.73065	3.62567e-05	2.80629e-05	 (32 , 32 , 32) 
  3.80663	3.78698e-05	2.91471e-05	 (32 , 32 , 32) 
  3.88396	3.95546e-05	3.02244e-05	 (32 , 32 , 32) 
  3.96265	4.13102e-05	3.12853e-05	 (32 , 32 , 32) 
  4.04269	4.31347e-05	3.23188e-05	 (32 , 32 , 32) 
  4.12408	4.5025e-05	3.33128e-05	 (32 , 32 , 32) 
  4.20681	4.69771e-05	3.42544e-05	 (32 , 32 , 32) 
  4.29088	4.89852e-05	3.51297e-05	 (32 , 32 , 32) 
  4.37626	5.10422e-05	3.59241e-05	 (32 , 32 , 32) 
  4.46293	5.31393e-05	3.66234e-05	 (32 , 32 , 32) 
  4.55086	5.52663e-05	3.72135e-05	 (32 , 32 , 32) 
  4.64001	5.74111e-05	3.76815e-05	 (32 , 32 , 32) 
  4.73035	5.95604e-05	3.80163e-05	 (32 , 32 , 32) 
  4.82181	6.16994e-05	3.82092e-05	 (32 , 32 , 32) 
