### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
 0.642703	2.66028e-05	    1e-05	-3.11285e-20
 0.657739	2.5436e-05	9.40282e-06	-3.11285e-20
 0.673084	2.42949e-05	8.34919e-06	5.93511e-10
 0.688745	2.31828e-05	7.41448e-06	1.10011e-09
 0.704726	2.21021e-05	6.58577e-06	1.56786e-09
 0.721036	2.10549e-05	5.85151e-06	2.00256e-09
  0.73768	2.00425e-05	5.20146e-06	2.40793e-09
 0.754664	1.90659e-05	4.6265e-06	2.78723e-09
 0.771996	1.81257e-05	4.1185e-06	3.14343e-09
 0.789681	1.72222e-05	3.67025e-06	3.47917e-09
 0.807728	1.63553e-05	3.27533e-06	3.79688e-09
 0.826143	1.55248e-05	2.928e-06	4.09877e-09
 0.844933	1.47302e-05	2.6232e-06	4.38685e-09
 0.864106	1.39711e-05	2.35639e-06	4.66296e-09
 0.883669	1.32467e-05	2.12355e-06	4.92877e-09
 0.903631	1.25561e-05	1.9211e-06	5.18582e-09
 0.923998	1.18986e-05	1.74586e-06	5.43552e-09
 0.944778	1.12731e-05	1.59499e-06	5.67918e-09
 0.965981	1.06786e-05	1.46599e-06	5.91798e-09
 0.987614	1.01142e-05	1.3566e-06	6.15303e-09
  1.00969	9.57876e-06	1.26485e-06	6.38536e-09
   1.0322	9.07126e-06	1.18896e-06	6.61592e-09
  1.05518	8.59063e-06	1.12738e-06	6.84558e-09
  1.07862	8.13582e-06	1.07871e-06	7.07518e-09
  1.10253	7.70581e-06	1.04172e-06	7.3055e-09
  1.12693	7.29957e-06	1.0153e-06	7.53726e-09
  1.15182	6.9161e-06	9.9851e-07	7.77115e-09
  1.17722	6.55442e-06	9.90478e-07	8.00783e-09
  1.20313	6.2136e-06	9.90453e-07	8.24793e-09
  1.22956	5.89271e-06	9.97769e-07	8.49204e-09
  1.25652	5.59086e-06	1.01184e-06	8.74073e-09
  1.28403	5.30719e-06	1.03215e-06	8.99457e-09
   1.3121	5.04088e-06	1.05826e-06	9.25408e-09
  1.34073	4.79113e-06	1.08977e-06	9.5198e-09
  1.36993	4.55719e-06	1.12633e-06	9.79224e-09
  1.39973	4.33831e-06	1.16766e-06	1.00719e-08
  1.43012	4.13382e-06	1.2135e-06	1.03593e-08
  1.46113	3.94303e-06	1.26364e-06	1.06549e-08
  1.49276	3.76533e-06	1.3179e-06	1.09592e-08
  1.52503	3.60009e-06	1.37612e-06	1.12728e-08
  1.55795	3.44677e-06	1.43818e-06	1.1596e-08
  1.59153	3.3048e-06	1.50399e-06	1.19294e-08
  1.62578	3.17367e-06	1.57347e-06	1.22735e-08
  1.66072	3.0529e-06	1.64657e-06	1.26289e-08
  1.69637	2.94203e-06	1.72325e-06	1.2996e-08
  1.73273	2.84061e-06	1.80349e-06	1.33753e-08
  1.76982	2.74825e-06	1.88729e-06	1.37674e-08
  1.80765	2.66456e-06	1.97467e-06	1.41728e-08
  1.84625	2.58917e-06	2.06565e-06	1.45921e-08
  1.88561	2.52174e-06	2.16027e-06	1.50258e-08
  1.92577	2.46196e-06	2.25859e-06	1.54746e-08
  1.96673	2.40953e-06	2.36065e-06	1.59391e-08
  2.00851	2.36417e-06	2.46655e-06	1.64197e-08
  2.05113	2.32562e-06	2.57635e-06	1.69172e-08
   2.0946	2.29365e-06	2.69014e-06	1.74323e-08
  2.13894	2.26804e-06	2.80804e-06	1.79655e-08
  2.18417	2.24857e-06	2.93015e-06	1.85176e-08
   2.2303	2.23507e-06	3.05657e-06	1.90893e-08
  2.27735	2.22735e-06	3.18744e-06	1.96813e-08
  2.32534	2.22528e-06	3.32289e-06	2.02943e-08
  2.37428	2.22869e-06	3.46305e-06	2.0929e-08
   2.4242	2.23748e-06	3.60806e-06	2.15864e-08
  2.47512	2.25151e-06	3.75807e-06	2.2267e-08
  2.52704	2.27071e-06	3.91324e-06	2.29719e-08
  2.57999	2.29497e-06	4.07372e-06	2.37018e-08
  2.63399	2.32423e-06	4.23968e-06	2.44575e-08
  2.68906	2.35842e-06	4.41129e-06	2.524e-08
  2.74522	2.39749e-06	4.58871e-06	2.60501e-08
  2.80248	2.44141e-06	4.77213e-06	2.68887e-08
  2.86087	2.49015e-06	4.96172e-06	2.77567e-08
   2.9204	2.5437e-06	5.15766e-06	2.8655e-08
   2.9811	2.60205e-06	5.36012e-06	2.95845e-08
  3.04298	2.66521e-06	5.56929e-06	3.05462e-08
