### The result of the verage over time 
### d tau = 0.241324
### number of kessence update = 10
### initial time = 10.9962
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)   
  10.9962	        0	        0	3.70577e-22
  11.2376	-1.09359e-11	-2.69002e-10	3.70577e-22
  11.4837	1.68923e-11	-2.32153e-10	6.37573e-10
  11.7349	6.47204e-11	-1.87839e-10	1.19774e-09
  11.9911	1.29352e-10	-1.31922e-10	1.69017e-09
  12.2525	2.08195e-10	-6.11348e-11	2.1229e-09
  12.5192	2.99178e-10	2.70029e-11	2.50318e-09
  12.7912	4.00666e-10	1.34328e-10	2.83751e-09
  13.0688	5.1139e-10	2.62158e-10	3.13173e-09
  13.3519	6.30388e-10	4.11399e-10	3.39109e-09
  13.6407	7.56949e-10	5.8263e-10	3.62029e-09
  13.9353	8.90575e-10	7.76173e-10	3.82355e-09
  14.2359	1.03094e-09	9.92162e-10	4.00467e-09
  14.5425	1.17787e-09	1.23059e-09	4.16703e-09
  14.8552	1.33129e-09	1.49133e-09	4.31368e-09
  15.1743	1.49124e-09	1.77422e-09	4.44735e-09
  15.4998	1.65783e-09	2.07903e-09	4.57049e-09
  15.8318	1.83124e-09	2.40554e-09	4.6853e-09
  16.1705	2.0117e-09	2.7535e-09	4.79374e-09
   16.516	2.19948e-09	3.1227e-09	4.89759e-09
  16.8684	2.39489e-09	3.51296e-09	4.99844e-09
  17.2279	2.59826e-09	3.92413e-09	5.09772e-09
  17.5947	2.80995e-09	4.3561e-09	5.19671e-09
  17.9688	3.03033e-09	4.80882e-09	5.29659e-09
  18.3504	3.25979e-09	5.28229e-09	5.39841e-09
  18.7396	3.49874e-09	5.77658e-09	5.50313e-09
  19.1367	3.7476e-09	6.29179e-09	5.61161e-09
  19.5418	4.0068e-09	6.82812e-09	5.72466e-09
   19.955	4.27676e-09	7.3858e-09	5.84301e-09
  20.3764	4.55795e-09	7.96516e-09	5.96733e-09
  20.8064	4.85083e-09	8.56655e-09	6.09826e-09
  21.2449	5.15586e-09	9.19041e-09	6.23637e-09
  21.6923	5.47352e-09	9.83725e-09	6.38223e-09
  22.1486	5.80431e-09	1.05076e-08	6.53636e-09
  22.6141	6.14874e-09	1.12022e-08	6.69925e-09
  23.0889	6.50733e-09	1.19215e-08	6.87138e-09
  23.5732	6.88062e-09	1.26665e-08	7.05322e-09
  24.0672	7.26915e-09	1.34379e-08	7.24523e-09
  24.5712	7.67351e-09	1.42366e-08	7.44785e-09
  25.0852	8.09428e-09	1.50635e-08	7.66152e-09
  25.6096	8.53208e-09	1.59197e-08	7.88668e-09
  26.1444	8.98753e-09	1.68061e-08	8.12379e-09
    26.69	9.46128e-09	1.77238e-08	8.37329e-09
  27.2465	9.95402e-09	1.86741e-08	8.63564e-09
  27.8141	1.04665e-08	1.96582e-08	8.91133e-09
  28.3931	1.09993e-08	2.06774e-08	9.20082e-09
  28.9838	1.15534e-08	2.17329e-08	9.50462e-09
  29.5862	1.21294e-08	2.28263e-08	9.82326e-09
  30.2007	1.27281e-08	2.39589e-08	1.01572e-08
  30.8275	1.33506e-08	2.51324e-08	1.05071e-08
  31.4669	1.39975e-08	2.63483e-08	1.08734e-08
  32.1191	1.46699e-08	2.76083e-08	1.12569e-08
  32.7843	1.53687e-08	2.89141e-08	1.1658e-08
  33.4629	1.60949e-08	3.02676e-08	1.20776e-08
   34.155	1.68496e-08	3.16707e-08	1.25162e-08
   34.861	1.76338e-08	3.31254e-08	1.29746e-08
  35.5812	1.84486e-08	3.46337e-08	1.34535e-08
  36.3157	1.92953e-08	3.61978e-08	1.39537e-08
   37.065	2.0175e-08	3.782e-08	1.44761e-08
   37.815	2.1072e-08	3.94713e-08	1.50215e-08
   38.565	2.19849e-08	4.11502e-08	1.55756e-08
   39.315	2.29137e-08	4.28567e-08	1.61379e-08
   40.065	2.38582e-08	4.45912e-08	1.67088e-08
   40.815	2.48183e-08	4.63536e-08	1.72886e-08
   41.565	2.5794e-08	4.81442e-08	1.78776e-08
   42.315	2.67852e-08	4.99631e-08	1.8476e-08
   43.065	2.77919e-08	5.18105e-08	1.90841e-08
   43.815	2.88141e-08	5.36866e-08	1.97021e-08
   44.565	2.98519e-08	5.55915e-08	2.03303e-08
   45.315	3.09052e-08	5.75253e-08	2.09689e-08
   46.065	3.19741e-08	5.94882e-08	2.16182e-08
   46.815	3.30586e-08	6.14804e-08	2.22784e-08
   47.565	3.41588e-08	6.35019e-08	2.29498e-08
   48.315	3.52747e-08	6.5553e-08	2.36327e-08
   49.065	3.64064e-08	6.76338e-08	2.43273e-08
   49.815	3.7554e-08	6.97444e-08	2.50339e-08
   50.565	3.87176e-08	7.1885e-08	2.57528e-08
   51.315	3.98972e-08	7.40557e-08	2.64844e-08
   52.065	4.10929e-08	7.62566e-08	2.72289e-08
   52.815	4.23049e-08	7.84879e-08	2.79867e-08
   53.565	4.35332e-08	8.07497e-08	2.87583e-08
   54.315	4.4778e-08	8.30421e-08	2.9544e-08
   55.065	4.60393e-08	8.53652e-08	3.03444e-08
   55.815	4.73174e-08	8.77193e-08	3.11599e-08
   56.565	4.86123e-08	9.01043e-08	3.19912e-08
   57.315	4.99242e-08	9.25206e-08	3.28385e-08
   58.065	5.12533e-08	9.49681e-08	3.37026e-08
   58.815	5.25997e-08	9.7447e-08	3.45838e-08
   59.565	5.39635e-08	9.99574e-08	3.54828e-08
   60.315	5.5345e-08	1.02499e-07	 3.64e-08
   61.065	5.67443e-08	1.05073e-07	3.73359e-08
   61.815	5.81615e-08	1.07679e-07	3.82907e-08
   62.565	5.95968e-08	1.10317e-07	3.92648e-08
   63.315	6.10504e-08	1.12986e-07	4.02584e-08
   64.065	6.25225e-08	1.15688e-07	4.12719e-08
   64.815	6.40132e-08	1.18422e-07	4.23057e-08
   65.565	6.55226e-08	1.21188e-07	4.336e-08
   66.315	6.7051e-08	1.23986e-07	4.44355e-08
   67.065	6.85984e-08	1.26817e-07	4.55329e-08
   67.815	7.01651e-08	1.2968e-07	4.66524e-08
   68.565	7.17513e-08	1.32575e-07	4.77943e-08
   69.315	7.3357e-08	1.35502e-07	4.89598e-08
   70.065	7.49825e-08	1.38461e-07	5.01491e-08
   70.815	7.6628e-08	1.41452e-07	5.13618e-08
   71.565	7.82935e-08	1.44476e-07	5.25976e-08
   72.315	7.99791e-08	1.47531e-07	5.38551e-08
   73.065	8.16849e-08	1.50617e-07	5.51332e-08
   73.815	8.3411e-08	1.53736e-07	5.64318e-08
   74.565	8.51574e-08	1.56885e-07	5.77513e-08
   75.315	8.69242e-08	1.60066e-07	5.90921e-08
   76.065	8.87114e-08	1.63277e-07	6.04542e-08
   76.815	9.05192e-08	1.66519e-07	6.18374e-08
   77.565	9.23474e-08	1.69791e-07	6.32415e-08
   78.315	9.41963e-08	1.73092e-07	6.46675e-08
   79.065	9.60658e-08	1.76424e-07	6.61167e-08
   79.815	9.7956e-08	1.79784e-07	6.75881e-08
   80.565	9.9867e-08	1.83174e-07	6.90831e-08
   81.315	1.01799e-07	1.86591e-07	7.06018e-08
   82.065	1.03752e-07	1.90037e-07	7.2146e-08
   82.815	1.05725e-07	1.93511e-07	7.37159e-08
   83.565	1.0772e-07	1.97012e-07	7.53112e-08
   84.315	1.09736e-07	2.00539e-07	7.69325e-08
   85.065	1.11773e-07	2.04094e-07	7.8581e-08
   85.815	1.13832e-07	2.07674e-07	8.02554e-08
   86.565	1.15911e-07	2.1128e-07	8.19558e-08
   87.315	1.18013e-07	2.14911e-07	8.36819e-08
   88.065	1.20135e-07	2.18566e-07	8.54316e-08
   88.815	1.22279e-07	2.22246e-07	8.72037e-08
   89.565	1.24443e-07	2.25949e-07	8.89958e-08
   90.315	1.26629e-07	2.29675e-07	9.0805e-08
   91.065	1.28836e-07	2.33423e-07	9.2632e-08
   91.815	1.31064e-07	2.37192e-07	9.44778e-08
   92.565	1.33312e-07	2.40982e-07	9.63413e-08
   93.315	1.35581e-07	2.44792e-07	9.82206e-08
   94.065	1.3787e-07	2.48621e-07	1.00114e-07
   94.815	1.40179e-07	2.52469e-07	1.02016e-07
   95.565	1.42508e-07	2.56333e-07	1.03926e-07
   96.315	1.44857e-07	2.60215e-07	1.05846e-07
   97.065	1.47225e-07	2.64112e-07	1.07773e-07
   97.815	1.49612e-07	2.68024e-07	1.0971e-07
   98.565	1.52018e-07	2.7195e-07	1.11657e-07
   99.315	1.54442e-07	2.75889e-07	1.13611e-07
  100.065	1.56885e-07	2.7984e-07	1.15575e-07
  100.815	1.59346e-07	2.83802e-07	1.17546e-07
  101.565	1.61824e-07	2.87774e-07	1.19525e-07
  102.315	1.6432e-07	2.91755e-07	1.21511e-07
  103.065	1.66834e-07	2.95745e-07	1.23502e-07
  103.815	1.69365e-07	2.99743e-07	1.25496e-07
  104.565	1.71912e-07	3.03747e-07	1.27492e-07
  105.315	1.74476e-07	3.07757e-07	1.29494e-07
  106.065	1.77056e-07	3.11772e-07	1.31499e-07
  106.815	1.79652e-07	3.15791e-07	1.33509e-07
  107.565	1.82263e-07	3.19814e-07	1.35524e-07
  108.315	1.8489e-07	3.2384e-07	1.37547e-07
  109.065	1.87533e-07	3.27868e-07	1.39577e-07
  109.815	1.90191e-07	3.31897e-07	1.41615e-07
  110.565	1.92864e-07	3.35928e-07	1.43663e-07
  111.315	1.95551e-07	3.39959e-07	1.45721e-07
  112.065	1.98254e-07	3.43991e-07	1.47789e-07
  112.815	2.00971e-07	3.48024e-07	1.49869e-07
  113.565	2.03704e-07	3.52056e-07	1.51963e-07
  114.315	2.06451e-07	3.56088e-07	1.54076e-07
  115.065	2.09212e-07	3.6012e-07	1.56208e-07
  115.815	2.11989e-07	3.64151e-07	1.58363e-07
  116.565	2.14781e-07	3.68183e-07	1.60542e-07
  117.315	2.17588e-07	3.72214e-07	1.62747e-07
  118.065	2.2041e-07	3.76246e-07	1.64976e-07
  118.815	2.23248e-07	3.80279e-07	1.67234e-07
  119.565	2.26102e-07	3.84312e-07	1.69524e-07
  120.315	2.28972e-07	3.88347e-07	1.71847e-07
  121.065	2.31858e-07	3.92383e-07	1.74204e-07
  121.815	2.34761e-07	3.96421e-07	1.7659e-07
  122.565	2.37681e-07	4.00462e-07	1.79003e-07
  123.315	2.40618e-07	4.04506e-07	1.81443e-07
  124.065	2.43572e-07	4.08554e-07	1.83905e-07
  124.815	2.46543e-07	4.12605e-07	1.86387e-07
  125.565	2.49532e-07	4.16661e-07	1.88888e-07
  126.315	2.52539e-07	4.20722e-07	1.91409e-07
  127.065	2.55563e-07	4.24788e-07	1.93948e-07
  127.815	2.58606e-07	4.2886e-07	1.96511e-07
  128.565	2.61667e-07	4.32937e-07	1.99101e-07
  129.315	2.64747e-07	4.37022e-07	2.01719e-07
  130.065	2.67847e-07	4.41113e-07	2.04369e-07
  130.815	2.70966e-07	4.45212e-07	2.07057e-07
  131.565	2.74106e-07	4.49318e-07	2.09786e-07
  132.315	2.77266e-07	4.53433e-07	2.12554e-07
  133.065	2.80448e-07	4.57556e-07	2.15354e-07
  133.815	2.83651e-07	4.61686e-07	2.18178e-07
  134.565	2.86875e-07	4.65826e-07	2.21012e-07
  135.315	2.90122e-07	4.69973e-07	2.2385e-07
  136.065	2.9339e-07	4.74127e-07	2.26697e-07
  136.815	2.9668e-07	4.78289e-07	2.29544e-07
  137.565	2.99993e-07	4.82457e-07	2.32396e-07
  138.315	3.03327e-07	4.86631e-07	2.35249e-07
  139.065	3.06685e-07	4.9081e-07	2.38107e-07
  139.815	3.10064e-07	4.94993e-07	2.40974e-07
  140.565	3.13467e-07	4.9918e-07	2.43846e-07
  141.315	3.16893e-07	5.03371e-07	2.46716e-07
  142.065	3.20342e-07	5.07565e-07	2.49574e-07
  142.815	3.23814e-07	5.11762e-07	2.52412e-07
  143.565	3.27309e-07	5.1596e-07	2.55224e-07
  144.315	3.30826e-07	5.2016e-07	2.58005e-07
  145.065	3.34366e-07	5.24362e-07	2.60752e-07
  145.815	3.37929e-07	5.28564e-07	2.63467e-07
  146.565	3.41513e-07	5.32767e-07	2.66149e-07
  147.315	3.45121e-07	5.36972e-07	2.68803e-07
  148.065	3.48751e-07	5.41178e-07	2.71429e-07
  148.815	3.52404e-07	5.45386e-07	2.7403e-07
  149.565	3.56079e-07	5.49597e-07	2.76611e-07
  150.315	3.59778e-07	5.53814e-07	2.79172e-07
  151.065	3.635e-07	5.58037e-07	2.81714e-07
  151.815	3.67246e-07	5.6227e-07	2.84243e-07
  152.565	3.71015e-07	5.66516e-07	2.86755e-07
  153.315	3.7481e-07	5.70779e-07	2.89249e-07
  154.065	3.78629e-07	5.75065e-07	2.91723e-07
  154.815	3.82474e-07	5.79378e-07	2.94179e-07
  155.565	3.86346e-07	5.83726e-07	2.96617e-07
  156.315	3.90244e-07	5.88118e-07	2.99038e-07
  157.065	3.9417e-07	5.92562e-07	3.0144e-07
  157.815	3.98125e-07	5.9707e-07	3.0382e-07
  158.565	4.02109e-07	6.01654e-07	3.06173e-07
  159.315	4.06124e-07	6.0633e-07	3.08497e-07
  160.065	4.10172e-07	6.11116e-07	3.10792e-07
  160.815	4.14252e-07	6.16031e-07	3.1306e-07
  161.565	4.18368e-07	6.211e-07	3.15306e-07
  162.315	4.22522e-07	6.2635e-07	3.17533e-07
  163.065	4.26715e-07	6.31816e-07	3.19738e-07
  163.815	4.30951e-07	6.37534e-07	3.21921e-07
  164.565	4.35231e-07	6.43553e-07	3.24077e-07
  165.315	4.39561e-07	6.49926e-07	3.26206e-07
  166.065	4.43944e-07	6.56718e-07	3.28303e-07
  166.815	4.48384e-07	6.64008e-07	3.30374e-07
