### The result of the verage over time 
### d tau = 0.015036
### number of kessence update = 10
### initial time = 0.642703
### 1- tau	 2- pi_k(k)		3-zeta(k)		4-|k|		 5-vec{k} 	 6-|k 0.6 0.642703	1.8981e-07 7.0095e-07	        0.657739	7.57052e-05	3.27227e-09	0.00011522
 0.673084	7.56134e-05	9.45144e-09	0.0001132
 0.688745	7.55419e-05	1.51756e-08	0.000112762
 0.704726	7.54698e-05	2.0513e-08	0.000112509
 0.721036	7.53966e-05	2.55156e-08	0.000112309
  0.73768	7.53228e-05	3.02292e-08	0.000112133
 0.754664	7.52487e-05	3.4695e-08	0.000111974
 0.771996	7.51746e-05	3.89499e-08	0.000111826
 0.789681	7.51009e-05	4.30269e-08	0.000111687
 0.807728	7.50276e-05	4.69556e-08	0.000111554
 0.826143	7.49549e-05	5.07627e-08	0.000111428
 0.844933	7.48829e-05	5.44724e-08	0.000111306
 0.864106	7.48117e-05	5.81063e-08	0.000111189
 0.883669	7.47413e-05	6.16843e-08	0.000111075
 0.903631	7.46717e-05	6.52241e-08	0.000110964
 0.923998	7.46029e-05	6.87423e-08	0.000110856
 0.944778	7.45349e-05	7.22536e-08	0.00011075
 0.965981	7.44678e-05	7.57718e-08	0.000110647
 0.987614	7.44016e-05	7.93096e-08	0.000110545
  1.00969	7.43361e-05	8.28788e-08	0.000110445
   1.0322	7.42714e-05	8.64902e-08	0.000110347
  1.05518	7.42076e-05	9.01541e-08	0.000110251
  1.07862	7.41445e-05	9.38801e-08	0.000110156
  1.10253	7.40821e-05	9.76774e-08	0.000110062
  1.12693	7.40205e-05	1.01555e-07	0.00010997
  1.15182	7.39597e-05	1.0552e-07	0.00010988
  1.17722	7.38996e-05	1.09582e-07	0.000109791
  1.20313	7.38402e-05	1.13748e-07	0.000109703
  1.22956	7.37815e-05	1.18026e-07	0.000109617
  1.25652	7.37235e-05	1.22423e-07	0.000109532
  1.28403	7.36662e-05	1.26946e-07	0.000109449
   1.3121	7.36097e-05	1.31604e-07	0.000109367
  1.34073	7.35538e-05	1.36402e-07	0.000109286
  1.36993	7.34987e-05	1.41349e-07	0.000109208
  1.39973	7.34443e-05	1.46451e-07	0.00010913
  1.43012	7.33907e-05	1.51717e-07	0.000109055
  1.46113	7.33378e-05	1.57153e-07	0.00010898
  1.49276	7.32856e-05	1.62768e-07	0.000108908
  1.52503	7.32342e-05	1.68568e-07	0.000108837
  1.55795	7.31836e-05	1.74695e-07	0.000108768
  1.59153	7.31339e-05	1.81042e-07	0.0001087
  1.62578	7.30849e-05	1.87605e-07	0.000108634
  1.66072	7.30368e-05	1.94393e-07	0.00010857
  1.69637	7.29896e-05	2.01414e-07	0.000108507
  1.73273	7.29432e-05	2.08677e-07	0.000108446
  1.76982	7.28978e-05	2.16191e-07	0.000108387
  1.80765	7.28534e-05	2.23964e-07	0.00010833
  1.84625	7.281e-05	2.32008e-07	0.000108274
  1.88561	7.27676e-05	2.4033e-07	0.00010822
  1.92577	7.27262e-05	2.48942e-07	0.000108169
  1.96673	7.2686e-05	2.57854e-07	0.000108119
  2.00851	7.2647e-05	2.67076e-07	0.00010807
