# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   8.997833e-02   9.900990e-03   5.696668e+00   0.000000e+00   3.120460e-01
      1   9.208337e-02   1.030088e-02   5.581878e+00   9.297551e-10   3.120460e-01
      2   9.423170e-02   1.071692e-02   5.469515e+00   1.775905e-09   3.120460e-01
      3   9.642416e-02   1.114977e-02   5.359523e+00   2.553805e-09   3.120460e-01
      4   9.866162e-02   1.160010e-02   5.251844e+00   3.270842e-09   3.120460e-01
      5   1.009449e-01   1.206863e-02   5.146426e+00   3.933662e-09   3.120460e-01
      6   1.032750e-01   1.255609e-02   5.043215e+00   4.548262e-09   3.120460e-01
      7   1.056528e-01   1.306324e-02   4.942160e+00   5.120065e-09   3.120460e-01
      8   1.080792e-01   1.359088e-02   4.843211e+00   5.653977e-09   3.120460e-01
      9   1.105552e-01   1.413984e-02   4.746320e+00   6.154448e-09   3.120460e-01
     10   1.130818e-01   1.471097e-02   4.651440e+00   6.625511e-09   3.120460e-01
     11   1.156598e-01   1.530518e-02   4.558526e+00   7.070834e-09   3.120460e-01
     12   1.182904e-01   1.592340e-02   4.467532e+00   7.493751e-09   3.120460e-01
     13   1.209746e-01   1.656659e-02   4.378415e+00   7.897299e-09   3.120459e-01
     14   1.237134e-01   1.723576e-02   4.291134e+00   8.284249e-09   3.120459e-01
     15   1.265080e-01   1.793197e-02   4.205648e+00   8.657135e-09   3.120459e-01
     16   1.293593e-01   1.865631e-02   4.121916e+00   9.018275e-09   3.120459e-01
     17   1.322685e-01   1.940991e-02   4.039901e+00   9.369799e-09   3.120459e-01
     18   1.352369e-01   2.019396e-02   3.959563e+00   9.713664e-09   3.120459e-01
     19   1.382654e-01   2.100968e-02   3.880868e+00   1.005168e-08   3.120459e-01
     20   1.413554e-01   2.185835e-02   3.803777e+00   1.038551e-08   3.120459e-01
     21   1.445079e-01   2.274132e-02   3.728258e+00   1.071671e-08   3.120459e-01
     22   1.477244e-01   2.365995e-02   3.654275e+00   1.104672e-08   3.120459e-01
     23   1.510059e-01   2.461570e-02   3.581796e+00   1.137690e-08   3.120459e-01
     24   1.543539e-01   2.561006e-02   3.510788e+00   1.170851e-08   3.120459e-01
     25   1.577695e-01   2.664460e-02   3.441220e+00   1.204274e-08   3.120459e-01
     26   1.612543e-01   2.772092e-02   3.373061e+00   1.238072e-08   3.120459e-01
     27   1.648094e-01   2.884074e-02   3.306281e+00   1.272353e-08   3.120459e-01
     28   1.684364e-01   3.000579e-02   3.240851e+00   1.307220e-08   3.120459e-01
     29   1.721365e-01   3.121792e-02   3.176743e+00   1.342771e-08   3.120458e-01
     30   1.759114e-01   3.247901e-02   3.113928e+00   1.379102e-08   3.120458e-01
     31   1.797624e-01   3.379105e-02   3.052381e+00   1.416305e-08   3.120458e-01
     32   1.836910e-01   3.515610e-02   2.992073e+00   1.454471e-08   3.120458e-01
     33   1.876988e-01   3.657630e-02   2.932981e+00   1.493688e-08   3.120458e-01
     34   1.917874e-01   3.805388e-02   2.875077e+00   1.534043e-08   3.120458e-01
     35   1.959583e-01   3.959116e-02   2.818339e+00   1.575622e-08   3.120458e-01
     36   2.002132e-01   4.119054e-02   2.762742e+00   1.618512e-08   3.120458e-01
     37   2.045537e-01   4.285454e-02   2.708262e+00   1.662797e-08   3.120458e-01
     38   2.089815e-01   4.458577e-02   2.654877e+00   1.708564e-08   3.120458e-01
     39   2.134984e-01   4.638694e-02   2.602565e+00   1.755898e-08   3.120457e-01
