# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   5.623646e-01   9.900990e-03   5.696668e+00   0.000000e+00   3.120460e-01
      1   5.656537e-01   1.000024e-02   5.667519e+00   1.349138e-10   3.120460e-01
      2   5.689597e-01   1.010049e-02   5.638526e+00   2.666970e-10   3.120460e-01
      3   5.722828e-01   1.020174e-02   5.609690e+00   3.960164e-10   3.120460e-01
      4   5.756229e-01   1.030400e-02   5.581008e+00   5.229446e-10   3.120460e-01
      5   5.789802e-01   1.040729e-02   5.552480e+00   6.475510e-10   3.120460e-01
      6   5.823547e-01   1.051162e-02   5.524106e+00   7.699027e-10   3.120460e-01
      7   5.857466e-01   1.061699e-02   5.495884e+00   8.900649e-10   3.120460e-01
      8   5.891559e-01   1.072342e-02   5.467813e+00   1.008101e-09   3.120460e-01
      9   5.925827e-01   1.083091e-02   5.439893e+00   1.124072e-09   3.120460e-01
     10   5.960270e-01   1.093949e-02   5.412122e+00   1.238038e-09   3.120460e-01
     11   5.994891e-01   1.104915e-02   5.384499e+00   1.350058e-09   3.120460e-01
     12   6.029689e-01   1.115991e-02   5.357025e+00   1.460188e-09   3.120460e-01
     13   6.064665e-01   1.127178e-02   5.329697e+00   1.568485e-09   3.120460e-01
     14   6.099821e-01   1.138477e-02   5.302515e+00   1.675001e-09   3.120460e-01
     15   6.135157e-01   1.149890e-02   5.275478e+00   1.779791e-09   3.120460e-01
     16   6.170675e-01   1.161417e-02   5.248586e+00   1.882905e-09   3.120460e-01
     17   6.206374e-01   1.173059e-02   5.221836e+00   1.984393e-09   3.120460e-01
     18   6.242256e-01   1.184818e-02   5.195230e+00   2.084306e-09   3.120460e-01
     19   6.278322e-01   1.196695e-02   5.168765e+00   2.182690e-09   3.120460e-01
     20   6.314572e-01   1.208691e-02   5.142440e+00   2.279593e-09   3.120460e-01
     21   6.351008e-01   1.220808e-02   5.116256e+00   2.375060e-09   3.120460e-01
     22   6.387631e-01   1.233046e-02   5.090211e+00   2.469137e-09   3.120460e-01
     23   6.424441e-01   1.245406e-02   5.064304e+00   2.561866e-09   3.120460e-01
     24   6.461439e-01   1.257891e-02   5.038535e+00   2.653290e-09   3.120460e-01
     25   6.498626e-01   1.270500e-02   5.012902e+00   2.743451e-09   3.120460e-01
     26   6.536004e-01   1.283236e-02   4.987405e+00   2.832391e-09   3.120460e-01
     27   6.573573e-01   1.296100e-02   4.962044e+00   2.920147e-09   3.120460e-01
     28   6.611333e-01   1.309093e-02   4.936816e+00   3.006761e-09   3.120460e-01
     29   6.649287e-01   1.322216e-02   4.911723e+00   3.092268e-09   3.120460e-01
     30   6.687435e-01   1.335470e-02   4.886762e+00   3.176708e-09   3.120460e-01
     31   6.725777e-01   1.348858e-02   4.861932e+00   3.260116e-09   3.120460e-01
     32   6.764315e-01   1.362379e-02   4.837235e+00   3.342528e-09   3.120460e-01
     33   6.803050e-01   1.376036e-02   4.812667e+00   3.423978e-09   3.120460e-01
     34   6.841983e-01   1.389830e-02   4.788229e+00   3.504501e-09   3.120460e-01
     35   6.881115e-01   1.403763e-02   4.763920e+00   3.584131e-09   3.120460e-01
     36   6.920446e-01   1.417835e-02   4.739740e+00   3.662899e-09   3.120460e-01
     37   6.959977e-01   1.432048e-02   4.715686e+00   3.740837e-09   3.120460e-01
     38   6.999711e-01   1.446403e-02   4.691760e+00   3.817978e-09   3.120460e-01
     39   7.039647e-01   1.460903e-02   4.667959e+00   3.894351e-09   3.120460e-01
     40   7.079786e-01   1.475548e-02   4.644284e+00   3.969987e-09   3.120460e-01
     41   7.120131e-01   1.490339e-02   4.620733e+00   4.044914e-09   3.120460e-01
     42   7.160681e-01   1.505279e-02   4.597306e+00   4.119162e-09   3.120460e-01
     43   7.201437e-01   1.520369e-02   4.574002e+00   4.192759e-09   3.120460e-01
     44   7.242401e-01   1.535610e-02   4.550820e+00   4.265732e-09   3.120460e-01
     45   7.283574e-01   1.551004e-02   4.527760e+00   4.338108e-09   3.120460e-01
     46   7.324957e-01   1.566552e-02   4.504821e+00   4.409914e-09   3.120460e-01
     47   7.366550e-01   1.582256e-02   4.482003e+00   4.481175e-09   3.120460e-01
     48   7.408355e-01   1.598117e-02   4.459303e+00   4.551918e-09   3.120460e-01
     49   7.450373e-01   1.614138e-02   4.436723e+00   4.622166e-09   3.120460e-01
     50   7.492605e-01   1.630319e-02   4.414261e+00   4.691945e-09   3.120460e-01
     51   7.535051e-01   1.646662e-02   4.391917e+00   4.761278e-09   3.120460e-01
     52   7.577714e-01   1.663169e-02   4.369689e+00   4.830189e-09   3.120460e-01
     53   7.620593e-01   1.679842e-02   4.347578e+00   4.898701e-09   3.120460e-01
     54   7.663691e-01   1.696681e-02   4.325582e+00   4.966836e-09   3.120460e-01
     55   7.707008e-01   1.713690e-02   4.303701e+00   5.034617e-09   3.120459e-01
     56   7.750545e-01   1.730869e-02   4.281935e+00   5.102065e-09   3.120459e-01
     57   7.794303e-01   1.748220e-02   4.260282e+00   5.169201e-09   3.120459e-01
     58   7.838284e-01   1.765745e-02   4.238742e+00   5.236048e-09   3.120459e-01
     59   7.882488e-01   1.783446e-02   4.217314e+00   5.302625e-09   3.120459e-01
     60   7.926917e-01   1.801324e-02   4.195998e+00   5.368952e-09   3.120459e-01
     61   7.971571e-01   1.819382e-02   4.174794e+00   5.435050e-09   3.120459e-01
     62   8.016453e-01   1.837621e-02   4.153699e+00   5.500937e-09   3.120459e-01
     63   8.061562e-01   1.856042e-02   4.132715e+00   5.566634e-09   3.120459e-01
     64   8.106900e-01   1.874648e-02   4.111839e+00   5.632159e-09   3.120459e-01
     65   8.152469e-01   1.893441e-02   4.091072e+00   5.697530e-09   3.120459e-01
     66   8.198269e-01   1.912422e-02   4.070414e+00   5.762765e-09   3.120459e-01
     67   8.244301e-01   1.931593e-02   4.049862e+00   5.827884e-09   3.120459e-01
     68   8.290567e-01   1.950957e-02   4.029418e+00   5.892902e-09   3.120459e-01
     69   8.337067e-01   1.970514e-02   4.009079e+00   5.957839e-09   3.120459e-01
     70   8.383804e-01   1.990268e-02   3.988847e+00   6.022710e-09   3.120459e-01
     71   8.430777e-01   2.010220e-02   3.968719e+00   6.087532e-09   3.120459e-01
     72   8.477989e-01   2.030371e-02   3.948695e+00   6.152322e-09   3.120459e-01
     73   8.525440e-01   2.050725e-02   3.928776e+00   6.217097e-09   3.120459e-01
     74   8.573132e-01   2.071283e-02   3.908960e+00   6.281872e-09   3.120459e-01
     75   8.621066e-01   2.092047e-02   3.889246e+00   6.346663e-09   3.120459e-01
     76   8.669242e-01   2.113019e-02   3.869635e+00   6.411487e-09   3.120459e-01
     77   8.717663e-01   2.134201e-02   3.850125e+00   6.476357e-09   3.120459e-01
     78   8.766329e-01   2.155596e-02   3.830716e+00   6.541290e-09   3.120459e-01
     79   8.815241e-01   2.177205e-02   3.811408e+00   6.606299e-09   3.120459e-01
     80   8.864402e-01   2.199031e-02   3.792199e+00   6.671401e-09   3.120459e-01
     81   8.913811e-01   2.221075e-02   3.773090e+00   6.736610e-09   3.120459e-01
     82   8.963471e-01   2.243341e-02   3.754080e+00   6.801940e-09   3.120459e-01
     83   9.013382e-01   2.265830e-02   3.735168e+00   6.867404e-09   3.120459e-01
     84   9.063546e-01   2.288544e-02   3.716353e+00   6.933018e-09   3.120459e-01
     85   9.113963e-01   2.311486e-02   3.697636e+00   6.998795e-09   3.120459e-01
     86   9.164636e-01   2.334658e-02   3.679015e+00   7.064749e-09   3.120459e-01
     87   9.215566e-01   2.358062e-02   3.660491e+00   7.130893e-09   3.120459e-01
     88   9.266753e-01   2.381701e-02   3.642062e+00   7.197240e-09   3.120459e-01
     89   9.318199e-01   2.405577e-02   3.623728e+00   7.263805e-09   3.120459e-01
     90   9.369906e-01   2.429692e-02   3.605489e+00   7.330599e-09   3.120459e-01
     91   9.421874e-01   2.454049e-02   3.587344e+00   7.397636e-09   3.120459e-01
     92   9.474105e-01   2.478650e-02   3.569292e+00   7.464929e-09   3.120459e-01
     93   9.526600e-01   2.503498e-02   3.551333e+00   7.532490e-09   3.120459e-01
     94   9.579360e-01   2.528594e-02   3.533467e+00   7.600332e-09   3.120459e-01
     95   9.632388e-01   2.553943e-02   3.515693e+00   7.668468e-09   3.120459e-01
     96   9.685683e-01   2.579546e-02   3.498010e+00   7.736909e-09   3.120459e-01
     97   9.739248e-01   2.605405e-02   3.480418e+00   7.805669e-09   3.120459e-01
     98   9.793084e-01   2.631523e-02   3.462917e+00   7.874758e-09   3.120459e-01
     99   9.847191e-01   2.657904e-02   3.445506e+00   7.944190e-09   3.120459e-01
    100   9.901572e-01   2.684548e-02   3.428184e+00   8.013976e-09   3.120459e-01
    101   9.956228e-01   2.711460e-02   3.410952e+00   8.084127e-09   3.120459e-01
    102   1.001116e+00   2.738642e-02   3.393808e+00   8.154657e-09   3.120459e-01
    103   1.006637e+00   2.766096e-02   3.376752e+00   8.225576e-09   3.120459e-01
    104   1.012186e+00   2.793825e-02   3.359783e+00   8.296896e-09   3.120459e-01
