# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.988975
# for k=1.05469e-05 to 226.999 h/Mpc,
# number of wavenumbers equal to 388
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -1.722556446782e+00      -1.291917513982e+00      -1.291917513988e+00      -1.291445960576e-01      -1.722556437938e+00      -9.944025753727e-01       5.695610887568e-01       5.692178925576e-01       1.060689609991e-07       1.061356345269e-07       1.061356350685e-07       1.061356350535e-07       1.060669029054e-07       1.061355841760e-07 
       1.104391044557e-05      -1.722678404982e+00      -1.292009026732e+00      -1.292009026746e+00      -1.291443552944e-01      -1.722678394246e+00      -9.944706098984e-01       5.695499037507e-01       5.692067284268e-01       1.162894929740e-07       1.163735300655e-07       1.163735306722e-07       1.163735306520e-07       1.162869854490e-07       1.163734665639e-07 
       1.156439390968e-05      -1.722759598280e+00      -1.292069964728e+00      -1.292069964812e+00      -1.291459000948e-01      -1.722759585275e+00      -9.945163506588e-01       5.695507758567e-01       5.692076154376e-01       1.275012701096e-07       1.276012266510e-07       1.276012397008e-07       1.276012396778e-07       1.274982409844e-07       1.276011615823e-07 
       1.210940700373e-05      -1.722861364405e+00      -1.292146344746e+00      -1.292146344782e+00      -1.291475137095e-01      -1.722861348797e+00      -9.945735990913e-01       5.695485439148e-01       5.692054023086e-01       1.397908145800e-07       1.399114929315e-07       1.399114964193e-07       1.399114963898e-07       1.397871804150e-07       1.399114039557e-07 
       1.268010577357e-05      -1.722935739041e+00      -1.292202186530e+00      -1.292202186558e+00      -1.291503513420e-01      -1.722935720161e+00      -9.946158785491e-01       5.695554002248e-01       5.692122753667e-01       1.532694735485e-07       1.534112766500e-07       1.534112779950e-07       1.534112779610e-07       1.532651035411e-07       1.534111697286e-07 
       1.327770074781e-05      -1.723008816649e+00      -1.292257057082e+00      -1.292257057139e+00      -1.291540991150e-01      -1.723008794129e+00      -9.946576685782e-01       5.695650391765e-01       5.692219273189e-01       1.680508063467e-07       1.682146811946e-07       1.682146895658e-07       1.682146895277e-07       1.680456104217e-07       1.682145633790e-07 
       1.390345950551e-05      -1.723136616779e+00      -1.292352999630e+00      -1.292352999715e+00      -1.291561301460e-01      -1.723136589629e+00      -9.947295807992e-01       5.695636792584e-01       5.692205912059e-01       1.842453159363e-07       1.844433081542e-07       1.844433201375e-07       1.844433200913e-07       1.842390530124e-07       1.844431674033e-07 
       1.455870936489e-05      -1.723295044396e+00      -1.292471937476e+00      -1.292471937579e+00      -1.291577540615e-01      -1.723295011634e+00      -9.948185002714e-01       5.695576073826e-01       5.692145480577e-01       2.019943039891e-07       2.022362616120e-07       2.022362757133e-07       2.022362756549e-07       2.019867373679e-07       2.022360891718e-07 
       1.524484019875e-05      -1.723417379520e+00      -1.292563814170e+00      -1.292563814266e+00      -1.291613209942e-01      -1.723417340187e+00      -9.948877801090e-01       5.695637977914e-01       5.692207630213e-01       2.214627554173e-07       2.217494884894e-07       2.217494986667e-07       2.217494985988e-07       2.214536894203e-07       2.217492785557e-07 
       1.596330738259e-05      -1.723592428184e+00      -1.292695260790e+00      -1.292695260915e+00      -1.291640855208e-01      -1.723592380862e+00      -9.949862998874e-01       5.695603483392e-01       5.692173445446e-01       2.427960814972e-07       2.431424455686e-07       2.431424630764e-07       2.431424629917e-07       2.427851670752e-07       2.431421964177e-07 
