# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=9.95125
# for k=1.05469e-05 to 226.999 h/Mpc,
# number of wavenumbers equal to 388
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -1.594777460533e+00      -1.196083101228e+00      -1.196083101227e+00      -1.196002417790e-01      -1.594777460413e+00      -1.193677240602e+00       6.013433428407e-01       5.993746251611e-01       4.841748165214e-08       4.842255688873e-08       4.842255729227e-08       4.842255730964e-08       4.841737158038e-08       4.842253536573e-08 
       1.104391044557e-05      -1.594790493823e+00      -1.196092877434e+00      -1.196092877432e+00      -1.196004752335e-01      -1.594790493680e+00      -1.193686994611e+00       6.013437222881e-01       5.993750198571e-01       5.308814099775e-08       5.309427189053e-08       5.309427188639e-08       5.309427190522e-08       5.308800918202e-08       5.309424547897e-08 
       1.156439390968e-05      -1.594806933203e+00      -1.196105208476e+00      -1.196105208475e+00      -1.196007880919e-01      -1.594806933030e+00      -1.193699297695e+00       6.013436011252e-01       5.993749158059e-01       5.820928290799e-08       5.821670156148e-08       5.821670176774e-08       5.821670178819e-08       5.820912306930e-08       5.821666977956e-08 
       1.210940700373e-05      -1.594825337835e+00      -1.196119013789e+00      -1.196119013788e+00      -1.196012363297e-01      -1.594825337625e+00      -1.193713072042e+00       6.013433734045e-01       5.993747071604e-01       6.382434183183e-08       6.383332743761e-08       6.383332794246e-08       6.383332796460e-08       6.382414785184e-08       6.383328915677e-08 
       1.268010577357e-05      -1.594848814424e+00      -1.196136623700e+00      -1.196136623700e+00      -1.196016687563e-01      -1.594848814164e+00      -1.193730641956e+00       6.013422994530e-01       5.993736583468e-01       6.998075984999e-08       6.999179004423e-08       6.999179148100e-08       6.999179150492e-08       6.998052037444e-08       6.999174373824e-08 
       1.327770074781e-05      -1.594869486863e+00      -1.196152130665e+00      -1.196152130666e+00      -1.196019071397e-01      -1.594869486549e+00      -1.193746113214e+00       6.013423892303e-01       5.993737699862e-01       7.673118515076e-08       7.674446142708e-08       7.674446366400e-08       7.674446369002e-08       7.673089621682e-08       7.674440611777e-08 
       1.390345950551e-05      -1.594893533191e+00      -1.196170168582e+00      -1.196170168584e+00      -1.196023366772e-01      -1.594893532812e+00      -1.193764110209e+00       6.013421427122e-01       5.993735474732e-01       8.413263260408e-08       8.414861729563e-08       8.414862038628e-08       8.414862041448e-08       8.413228429367e-08       8.414855103666e-08 
       1.455870936489e-05      -1.594917968174e+00      -1.196188498633e+00      -1.196188498636e+00      -1.196027290335e-01      -1.594917967718e+00      -1.193782398428e+00       6.013423551205e-01       5.993737862375e-01       9.224786471362e-08       9.226710292717e-08       9.226710684610e-08       9.226710687657e-08       9.224744539781e-08       9.226702334957e-08 
       1.524484019875e-05      -1.594946799906e+00      -1.196210127086e+00      -1.196210127089e+00      -1.196033211586e-01      -1.594946799357e+00      -1.193803978084e+00       6.013420780298e-01       5.993735388033e-01       1.011456648443e-07       1.011688472825e-07       1.011688520282e-07       1.011688520611e-07       1.011451597596e-07       1.011687514097e-07 
       1.596330738259e-05      -1.594979298289e+00      -1.196234506487e+00      -1.196234506491e+00      -1.196039670219e-01      -1.594979297631e+00      -1.193828302187e+00       6.013415527774e-01       5.993730460333e-01       1.109014650888e-07       1.109294085706e-07       1.109294144208e-07       1.109294144562e-07       1.109008569523e-07       1.109292931187e-07 
