# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.05469e-05 to 226.999 h/Mpc,
# number of wavenumbers equal to 388
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -2.078598683304e+00      -1.558949532506e+00      -1.558949532515e+00      -1.558145024411e-01      -2.078598663044e+00      -5.938335404099e-01       4.806760457844e-01       4.805342512278e-01       1.168478261353e-07       1.169938663922e-07       1.169938671281e-07       1.169938670985e-07       1.168447166837e-07       1.169938197646e-07 
       1.104391044557e-05      -2.078760605660e+00      -1.559071105443e+00      -1.559071105461e+00      -1.558137012389e-01      -2.078760581012e+00      -5.938709404962e-01       4.806669588904e-01       4.805251798710e-01       1.280962810425e-07       1.282789263433e-07       1.282789272632e-07       1.282789272264e-07       1.280924933136e-07       1.282788680414e-07 
       1.156439390968e-05      -2.078894126492e+00      -1.559171370763e+00      -1.559171370880e+00      -1.558160138058e-01      -2.078894096709e+00      -5.939038308889e-01       4.806680118131e-01       4.805262436606e-01       1.404376354175e-07       1.406552948272e-07       1.406553020709e-07       1.406553020276e-07       1.404330719185e-07       1.406552307086e-07 
       1.210940700373e-05      -2.079053315447e+00      -1.559290923181e+00      -1.559290923227e+00      -1.558177051318e-01      -2.079053279696e+00      -5.939423147246e-01       4.806659603516e-01       4.805242058700e-01       1.539623769254e-07       1.542248848583e-07       1.542248874952e-07       1.542248874419e-07       1.539568963278e-07       1.542248022064e-07 
       1.268010577357e-05      -2.079199437888e+00      -1.559400684048e+00      -1.559400684082e+00      -1.558217025883e-01      -2.079199394824e+00      -5.939793282631e-01       4.806708230544e-01       4.805290799563e-01       1.687967460866e-07       1.691058858325e-07       1.691058874967e-07       1.691058874334e-07       1.687901711965e-07       1.691057872244e-07 
       1.327770074781e-05      -2.079347866672e+00      -1.559512184504e+00      -1.559512184584e+00      -1.558270325904e-01      -2.079347815401e+00      -5.940178014684e-01       4.806791078462e-01       4.805373744669e-01       1.850636720952e-07       1.854238964177e-07       1.854239017395e-07       1.854239016650e-07       1.850558529517e-07       1.854237844469e-07 
       1.390345950551e-05      -2.079552686738e+00      -1.559666066215e+00      -1.559666066333e+00      -1.558295099222e-01      -2.079552624943e+00      -5.940675425003e-01       4.806776442599e-01       4.805359281565e-01       2.028780074520e-07       2.033127682958e-07       2.033127756639e-07       2.033127755743e-07       2.028685875449e-07       2.033126339837e-07 
       1.455870936489e-05      -2.079790600844e+00      -1.559844841999e+00      -1.559844842140e+00      -1.558313017926e-01      -2.079790526227e+00      -5.941245831570e-01       4.806726873178e-01       4.805309922210e-01       2.223961911060e-07       2.229258354580e-07       2.229258441901e-07       2.229258440807e-07       2.223848136311e-07       2.229256716330e-07 
       1.524484019875e-05      -2.080010889540e+00      -1.560010413945e+00      -1.560010414070e+00      -1.558362806912e-01      -2.080010800070e+00      -5.941796942181e-01       4.806774100867e-01       4.805357323988e-01       2.438068467107e-07       2.444355976310e-07       2.444356047196e-07       2.444356045895e-07       2.437932183394e-07       2.444354002741e-07 
       1.596330738259e-05      -2.080284194100e+00      -1.560215857707e+00      -1.560215857880e+00      -1.558394719343e-01      -2.080284086421e+00      -5.942460223388e-01       4.806746170211e-01       4.805329622140e-01       2.672574901709e-07       2.680169028224e-07       2.680169139726e-07       2.680169138144e-07       2.672410847485e-07       2.680166667192e-07 
