# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=48.3223
# for k=1.05469e-05 to 226.999 h/Mpc,
# number of wavenumbers equal to 388
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -1.572959255672e+00      -1.179719441974e+00      -1.179719441975e+00      -1.179696221422e-01      -1.572959255652e+00      -1.185273722517e+00       6.067679989661e-01       5.985319004719e-01       2.241837553691e-08       2.241881918033e-08       2.241881958991e-08       2.241881967424e-08       2.241835932128e-08       2.241881098579e-08 
       1.104391044557e-05      -1.572962649105e+00      -1.179721987100e+00      -1.179721987100e+00      -1.179696721043e-01      -1.572962649081e+00      -1.185276279612e+00       6.067679043705e-01       5.985318196694e-01       2.458120022583e-08       2.458174413048e-08       2.458174465110e-08       2.458174474356e-08       2.458118072237e-08       2.458173410227e-08 
       1.156439390968e-05      -1.572966278141e+00      -1.179724708938e+00      -1.179724708939e+00      -1.179697254405e-01      -1.572966278112e+00      -1.185279014251e+00       6.067678235938e-01       5.985317539225e-01       2.695267936531e-08       2.695334405063e-08       2.695334472396e-08       2.695334482531e-08       2.695265595227e-08       2.695333182956e-08 
       1.210940700373e-05      -1.572970506446e+00      -1.179727880242e+00      -1.179727880243e+00      -1.179697583431e-01      -1.572970506412e+00      -1.185282200470e+00       6.067676727346e-01       5.985316196697e-01       2.955293838416e-08       2.955375077515e-08       2.955375124089e-08       2.955375135198e-08       2.955291051816e-08       2.955373554793e-08 
       1.268010577357e-05      -1.572976492321e+00      -1.179732369754e+00      -1.179732369755e+00      -1.179696984205e-01      -1.572976492279e+00      -1.185286711090e+00       6.067671699018e-01       5.985311411069e-01       3.240399656477e-08       3.240502258574e-08       3.240502316645e-08       3.240502328825e-08       3.240396243907e-08       3.240500335634e-08 
       1.327770074781e-05      -1.572981107021e+00      -1.179735830886e+00      -1.179735830887e+00      -1.179697886726e-01      -1.572981106971e+00      -1.185290188500e+00       6.067671057337e-01       5.985310954709e-01       3.553016112502e-08       3.553139864523e-08       3.553139930268e-08       3.553139943620e-08       3.553012021839e-08       3.553137541832e-08 
       1.390345950551e-05      -1.572986162191e+00      -1.179739622392e+00      -1.179739622394e+00      -1.179698886684e-01      -1.572986162131e+00      -1.185293997839e+00       6.067670365579e-01       5.985310465736e-01       3.895790956149e-08       3.895940151048e-08       3.895940225136e-08       3.895940239771e-08       3.895786051844e-08       3.895937346743e-08 
       1.455870936489e-05      -1.572991705032e+00      -1.179743779677e+00      -1.179743779679e+00      -1.179699983036e-01      -1.572991704959e+00      -1.185298174676e+00       6.067669607142e-01       5.985309929650e-01       4.271633318946e-08       4.271813142656e-08       4.271813226294e-08       4.271813242337e-08       4.271627437760e-08       4.271809758183e-08 
       1.524484019875e-05      -1.572998022189e+00      -1.179748517739e+00      -1.179748517741e+00      -1.179701087145e-01      -1.572998022102e+00      -1.185302935021e+00       6.067668176555e-01       5.985308760205e-01       4.683731292733e-08       4.683949161328e-08       4.683949260142e-08       4.683949277728e-08       4.683724221255e-08       4.683945059140e-08 
       1.596330738259e-05      -1.573004909968e+00      -1.179753683806e+00      -1.179753683809e+00      -1.179702108031e-01      -1.573004909863e+00      -1.185308125383e+00       6.067666704992e-01       5.985307574994e-01       5.135583465753e-08       5.135847181365e-08       5.135847317395e-08       5.135847336669e-08       5.135574990082e-08       5.135842230204e-08 
