# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.05469e-05 to 239.653 h/Mpc,
# number of wavenumbers equal to 199
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -1.550859072522e+00      -1.163144304433e+00      -1.163144304434e+00      -1.163069304165e-01      -1.550859072514e+00      -1.174308164818e+00       6.122887988417e-01       5.968109340025e-01       1.533248430915e-08       1.533261132413e-08       1.533261153178e-08       1.533261170336e-08       1.533247414968e-08       1.533260650039e-08 
       1.183376324775e-05      -1.550863385108e+00      -1.163147538901e+00      -1.163147538902e+00      -1.163069924033e-01      -1.550863385095e+00      -1.174311430324e+00       6.122886442686e-01       5.968108101118e-01       1.930239655076e-08       1.930261070199e-08       1.930261099358e-08       1.930261120958e-08       1.930238047351e-08       1.930260253790e-08 
       1.327770074781e-05      -1.550871471445e+00      -1.163153603701e+00      -1.163153603702e+00      -1.163070326334e-01      -1.550871471425e+00      -1.174317553286e+00       6.122877853900e-01       5.968099909130e-01       2.430017400032e-08       2.430053781091e-08       2.430053830582e-08       2.430053857778e-08       2.430014835420e-08       2.430052396744e-08 
       1.489782526975e-05      -1.550878009664e+00      -1.163158507438e+00      -1.163158507439e+00      -1.163071565879e-01      -1.550878009632e+00      -1.174322504083e+00       6.122876145909e-01       5.968098659212e-01       3.059197555221e-08       3.059256050817e-08       3.059256124887e-08       3.059256159121e-08       3.059193499238e-08       3.059253821550e-08 
       1.671563488162e-05      -1.550885534838e+00      -1.163164151437e+00      -1.163164151440e+00      -1.163072789395e-01      -1.550885534787e+00      -1.174328202331e+00       6.122875760461e-01       5.968098893957e-01       3.851278768638e-08       3.851373748862e-08       3.851373850855e-08       3.851373893943e-08       3.851272384669e-08       3.851370117436e-08 
       1.875525081255e-05      -1.550895423930e+00      -1.163171568433e+00      -1.163171568437e+00      -1.163073687794e-01      -1.550895423849e+00      -1.174335690454e+00       6.122874236464e-01       5.968098048568e-01       4.848439700201e-08       4.848590198219e-08       4.848590349426e-08       4.848590403669e-08       4.848429627581e-08       4.848584436179e-08 
       2.104373752675e-05      -1.550907867672e+00      -1.163180901567e+00      -1.163180901575e+00      -1.163075946220e-01      -1.550907867542e+00      -1.174345113195e+00       6.122872332189e-01       5.968097252099e-01       6.103763782578e-08       6.104010770944e-08       6.104011041504e-08       6.104011109762e-08       6.103747670802e-08       6.104001339513e-08 
       2.361146185250e-05      -1.550927090018e+00      -1.163195318803e+00      -1.163195318814e+00      -1.163079507971e-01      -1.550927089814e+00      -1.174359668735e+00       6.122861043128e-01       5.968087171796e-01       7.684094986786e-08       7.684489046159e-08       7.684489351943e-08       7.684489437869e-08       7.684069602083e-08       7.684473901460e-08 
       2.649249593155e-05      -1.550946457676e+00      -1.163209845262e+00      -1.163209845278e+00      -1.163083825995e-01      -1.550946457358e+00      -1.174374334601e+00       6.122858910321e-01       5.968086391082e-01       9.673582208614e-08       9.674197567783e-08       9.674198042544e-08       9.674198150664e-08       9.673542261971e-08       9.674173911002e-08 
       2.972506933572e-05      -1.550971990009e+00      -1.163228995752e+00      -1.163228995781e+00      -1.163088635332e-01      -1.550971989495e+00      -1.174393668901e+00       6.122853349264e-01       5.968082737289e-01       1.217809718398e-07       1.217908474907e-07       1.217908572238e-07       1.217908585840e-07       1.217803311895e-07       1.217904695568e-07 
