# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   5.623646e-01   9.900990e-03   5.696668e+00   0.000000e+00   3.120460e-01
      1   5.755211e-01   1.030088e-02   5.581878e+00   5.619840e-10   3.120460e-01
      2   5.889481e-01   1.071692e-02   5.469515e+00   1.081913e-09   3.120460e-01
      3   6.026510e-01   1.114977e-02   5.359523e+00   1.565727e-09   3.120460e-01
      4   6.166351e-01   1.160010e-02   5.251844e+00   2.017553e-09   3.120460e-01
      5   6.309059e-01   1.206863e-02   5.146426e+00   2.441113e-09   3.120460e-01
      6   6.454691e-01   1.255609e-02   5.043215e+00   2.839780e-09   3.120460e-01
      7   6.603302e-01   1.306324e-02   4.942160e+00   3.216614e-09   3.120460e-01
      8   6.754953e-01   1.359088e-02   4.843211e+00   3.574406e-09   3.120460e-01
      9   6.909702e-01   1.413984e-02   4.746320e+00   3.915696e-09   3.120460e-01
     10   7.067609e-01   1.471097e-02   4.651440e+00   4.242808e-09   3.120460e-01
     11   7.228738e-01   1.530518e-02   4.558526e+00   4.557870e-09   3.120460e-01
     12   7.393151e-01   1.592340e-02   4.467532e+00   4.862832e-09   3.120460e-01
     13   7.560913e-01   1.656659e-02   4.378415e+00   5.159490e-09   3.120460e-01
     14   7.732089e-01   1.723576e-02   4.291134e+00   5.449498e-09   3.120459e-01
     15   7.906748e-01   1.793197e-02   4.205648e+00   5.734383e-09   3.120459e-01
     16   8.084956e-01   1.865631e-02   4.121916e+00   6.015564e-09   3.120459e-01
     17   8.266784e-01   1.940991e-02   4.039901e+00   6.294357e-09   3.120459e-01
     18   8.452304e-01   2.019396e-02   3.959563e+00   6.571990e-09   3.120459e-01
     19   8.641588e-01   2.100968e-02   3.880868e+00   6.849614e-09   3.120459e-01
     20   8.834710e-01   2.185835e-02   3.803777e+00   7.128310e-09   3.120459e-01
     21   9.031746e-01   2.274132e-02   3.728258e+00   7.409097e-09   3.120459e-01
     22   9.232773e-01   2.365995e-02   3.654275e+00   7.692942e-09   3.120459e-01
     23   9.437870e-01   2.461570e-02   3.581796e+00   7.980765e-09   3.120459e-01
     24   9.647117e-01   2.561006e-02   3.510788e+00   8.273447e-09   3.120459e-01
     25   9.860597e-01   2.664460e-02   3.441220e+00   8.571833e-09   3.120459e-01
     26   1.007839e+00   2.772092e-02   3.373061e+00   8.876742e-09   3.120459e-01
     27   1.030059e+00   2.884074e-02   3.306281e+00   9.188965e-09   3.120459e-01
     28   1.052727e+00   3.000579e-02   3.240851e+00   9.509277e-09   3.120459e-01
     29   1.075853e+00   3.121792e-02   3.176743e+00   9.838435e-09   3.120458e-01
     30   1.099446e+00   3.247901e-02   3.113928e+00   1.017719e-08   3.120458e-01
     31   1.123515e+00   3.379105e-02   3.052381e+00   1.052627e-08   3.120458e-01
     32   1.148069e+00   3.515610e-02   2.992073e+00   1.088642e-08   3.120458e-01
     33   1.173069e+00   3.657351e-02   2.933094e+00   1.125733e-08   3.120458e-01
     34   1.198069e+00   3.801871e-02   2.876416e+00   1.163000e-08   3.120458e-01
     35   1.223069e+00   3.949173e-02   2.821907e+00   1.200497e-08   3.120458e-01
     36   1.248069e+00   4.099256e-02   2.769445e+00   1.238273e-08   3.120458e-01
     37   1.273069e+00   4.252120e-02   2.718916e+00   1.276368e-08   3.120458e-01
     38   1.298069e+00   4.407767e-02   2.670216e+00   1.314817e-08   3.120458e-01
     39   1.323069e+00   4.566196e-02   2.623245e+00   1.353649e-08   3.120457e-01
     40   1.348069e+00   4.727408e-02   2.577915e+00   1.392891e-08   3.120457e-01
     41   1.373069e+00   4.891404e-02   2.534139e+00   1.432564e-08   3.120457e-01
     42   1.398069e+00   5.058184e-02   2.491841e+00   1.472687e-08   3.120457e-01
     43   1.423069e+00   5.227749e-02   2.450945e+00   1.513277e-08   3.120457e-01
     44   1.448069e+00   5.400099e-02   2.411385e+00   1.554350e-08   3.120457e-01
     45   1.473069e+00   5.575235e-02   2.373095e+00   1.595916e-08   3.120457e-01
     46   1.498069e+00   5.753158e-02   2.336015e+00   1.637989e-08   3.120457e-01
     47   1.523069e+00   5.933869e-02   2.300090e+00   1.680576e-08   3.120456e-01
     48   1.548069e+00   6.117369e-02   2.265267e+00   1.723687e-08   3.120456e-01
     49   1.573069e+00   6.303658e-02   2.231495e+00   1.767330e-08   3.120456e-01
     50   1.598069e+00   6.492738e-02   2.198729e+00   1.811510e-08   3.120456e-01
     51   1.623069e+00   6.684609e-02   2.166925e+00   1.856234e-08   3.120456e-01
     52   1.648069e+00   6.879273e-02   2.136041e+00   1.901508e-08   3.120456e-01
     53   1.673069e+00   7.076732e-02   2.106038e+00   1.947335e-08   3.120456e-01
     54   1.698069e+00   7.276985e-02   2.076880e+00   1.993719e-08   3.120455e-01
     55   1.723069e+00   7.480036e-02   2.048531e+00   2.040665e-08   3.120455e-01
     56   1.748069e+00   7.685884e-02   2.020960e+00   2.088176e-08   3.120455e-01
     57   1.773069e+00   7.894533e-02   1.994136e+00   2.136253e-08   3.120455e-01
     58   1.798069e+00   8.105983e-02   1.968028e+00   2.184901e-08   3.120455e-01
     59   1.823069e+00   8.320236e-02   1.942609e+00   2.234121e-08   3.120455e-01
     60   1.848069e+00   8.537294e-02   1.917853e+00   2.283915e-08   3.120455e-01
     61   1.873069e+00   8.757159e-02   1.893735e+00   2.334285e-08   3.120454e-01
     62   1.898069e+00   8.979834e-02   1.870231e+00   2.385233e-08   3.120454e-01
     63   1.923069e+00   9.205320e-02   1.847318e+00   2.436759e-08   3.120454e-01
     64   1.948069e+00   9.433620e-02   1.824976e+00   2.488866e-08   3.120454e-01
     65   1.973069e+00   9.664735e-02   1.803184e+00   2.541554e-08   3.120454e-01
     66   1.998069e+00   9.898670e-02   1.781923e+00   2.594824e-08   3.120454e-01
     67   2.023069e+00   1.013543e-01   1.761173e+00   2.648676e-08   3.120453e-01
