# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_fld            13:(.)w_fld              14:(.)rho_ur             15:(.)rho_crit           16:gr.fac. D             17:gr.fac. f          
       5.357915967758e+07       2.632902743795e-13       8.650418985781e-03       6.193920980458e+09       1.403501654674e+04       2.619491677221e-04       7.519844066705e+11       4.994306158892e-03       2.267580408793e+19       3.770511200721e+14       2.060158579987e+15       7.275899555511e-06      -9.000000000000e-01       1.568641581454e+19       3.836465711216e+19       1.644399235110e-04       6.933533437672e-02 
       5.320671264069e+07       2.669892002804e-13       8.710970956599e-03       6.108109517469e+09       1.403501648619e+04       2.637828109620e-04       7.467571031232e+11       5.029265637006e-03       2.205183897773e+19       3.692426188861e+14       2.017493938885e+15       7.260689315026e-06      -9.000000000000e-01       1.525477616311e+19       3.730900187739e+19       1.645194563328e-04       6.930246740944e-02 
       5.283685461002e+07       2.707400915630e-13       8.771946777415e-03       6.023486908012e+09       1.403501642522e+04       2.656292896914e-04       7.415661363433e+11       5.064469822124e-03       2.144504337767e+19       3.615958270422e+14       1.975712856724e+15       7.245510871480e-06      -9.000000000000e-01       1.483501384464e+19       3.628239453099e+19       1.645989899052e-04       6.926963677060e-02 
       5.246956758849e+07       2.745436782716e-13       8.833349416818e-03       5.940036681349e+09       1.403501636381e+04       2.674886937586e-04       7.364112537417e+11       5.099920427065e-03       2.085494483814e+19       3.541073956378e+14       1.934797035533e+15       7.230364158400e-06      -9.000000000000e-01       1.442680203320e+19       3.528403577577e+19       1.646785242336e-04       6.923684244206e-02 
       5.210483370416e+07       2.784007007063e-13       8.895181859771e-03       5.857742594930e+09       1.403501630198e+04       2.693611136408e-04       7.312922044848e+11       5.135619176634e-03       2.028108390982e+19       3.467740451237e+14       1.894728556281e+15       7.215249109455e-06      -9.000000000000e-01       1.402982289604e+19       3.431314830846e+19       1.647580593239e-04       6.920408440600e-02 
       5.174263520929e+07       2.823119095673e-13       8.957447114881e-03       5.776588631238e+09       1.403501623972e+04       2.712466404485e-04       7.262087394830e+11       5.171567807708e-03       1.972301378596e+19       3.395925638686e+14       1.855489871029e+15       7.200165658450e-06      -9.000000000000e-01       1.364376734614e+19       3.336897621454e+19       1.648375951816e-04       6.917136264487e-02 
       5.138295447952e+07       2.862780661011e-13       9.020148214404e-03       5.696558994663e+09       1.403501617701e+04       2.731453659299e-04       7.211606113779e+11       5.207768069321e-03       1.918029995450e+19       3.325598067520e+14       1.817063795243e+15       7.185113739331e-06      -9.000000000000e-01       1.326833480158e+19       3.245078437968e+19       1.649171318126e-04       6.913867714143e-02 
       5.102577401303e+07       2.902999422485e-13       9.083288205147e-03       5.617638108439e+09       1.403501611387e+04       2.750573824756e-04       7.161475745307e+11       5.244221722749e-03       1.865251985972e+19       3.256726937868e+14       1.779433500275e+15       7.170093286180e-06      -9.000000000000e-01       1.290323295147e+19       3.155785791738e+19       1.649966692227e-04       6.910602787872e-02 
       5.067107642961e+07       2.943783207949e-13       9.146870163022e-03       5.539810611600e+09       1.403501605029e+04       2.769827831229e-04       7.111693850102e+11       5.280930541592e-03       1.813926257330e+19       3.189282087707e+14       1.742582505983e+15       7.155104233218e-06      -9.000000000000e-01       1.254817752837e+19       3.068950161239e+19       1.650762074177e-04       6.907341484008e-02 
       5.031884446992e+07       2.985139955226e-13       9.210897178491e-03       5.463061355998e+09       1.403501598627e+04       2.789216615603e-04       7.062258005807e+11       5.317896311867e-03       1.764012847435e+19       3.123233979652e+14       1.706494673522e+15       7.140146514802e-06      -9.000000000000e-01       1.220289208698e+19       2.984503937940e+19       1.651557464035e-04       6.904083800915e-02 
       4.996906099455e+07       3.027077713655e-13       9.275372369302e-03       5.387375403355e+09       1.403501592179e+04       2.808741121320e-04       7.013165806904e+11       5.355120832088e-03       1.715472893823e+19       3.058553688017e+14       1.671154198273e+15       7.125220065427e-06      -9.000000000000e-01       1.186710778887e+19       2.902381373667e+19       1.652352861860e-04       6.900829736989e-02 
       4.962170898326e+07       3.069604645654e-13       9.340298869574e-03       5.312738022348e+09       1.403501585686e+04       2.828402298429e-04       6.964414864597e+11       5.392605913359e-03       1.668268603403e+19       2.995212886152e+14       1.636545602919e+15       7.110324819727e-06      -9.000000000000e-01       1.154056319319e+19       2.822518529411e+19       1.653148267711e-04       6.897579290651e-02 
       4.927677153412e+07       3.112729028311e-13       9.405679840711e-03       5.239134685751e+09       1.403501579148e+04       2.848201103627e-04       6.916002806696e+11       5.430353379458e-03       1.622363223025e+19       2.933183834034e+14       1.602653730669e+15       7.095460712469e-06      -9.000000000000e-01       1.122300405308e+19       2.744853225544e+19       1.653943681650e-04       6.894332460358e-02 
       4.893423186267e+07       3.156459254994e-13       9.471518462306e-03       5.166551067601e+09       1.403501572564e+04       2.868138500307e-04       6.867927277499e+11       5.468365066928e-03       1.577721010869e+19       2.872439366118e+14       1.569463738622e+15       7.080627678559e-06      -9.000000000000e-01       1.091418311776e+19       2.669324993413e+19       1.654739103736e-04       6.891089244593e-02 
       4.859407330116e+07       3.200803836986e-13       9.537817939417e-03       5.094973040411e+09       1.403501565934e+04       2.888215458610e-04       6.820185937681e+11       5.506642825165e-03       1.534307208615e+19       2.812952879442e+14       1.536961091264e+15       7.065825653039e-06      -9.000000000000e-01       1.061385993998e+19       2.595875028251e+19       1.655534534031e-04       6.887849641871e-02 
       4.825627929767e+07       3.245771405139e-13       9.604581495296e-03       5.024386672421e+09       1.403501559258e+04       2.908432955463e-04       6.772776464177e+11       5.545188516510e-03       1.492088014379e+19       2.754698321975e+14       1.505131554100e+15       7.051054571084e-06      -9.000000000000e-01       1.032180068882e+19       2.524446143400e+19       1.656329972596e-04       6.884613650737e-02 
       4.792083341535e+07       3.291370711555e-13       9.671812380475e-03       4.954778224889e+09       1.403501552535e+04       2.928791974635e-04       6.725696550072e+11       5.584004016337e-03       1.451030556398e+19       2.697650181208e+14       1.473961187427e+15       7.036314368008e-06      -9.000000000000e-01       1.003777796765e+19       2.454982725783e+19       1.657125419493e-04       6.881381269768e-02 
       4.758771933163e+07       3.337610631292e-13       9.739513865497e-03       4.886134149410e+09       1.403501545765e+04       2.949293506779e-04       6.678943904486e+11       5.623091213147e-03       1.411102867431e+19       2.641783472981e+14       1.443436340221e+15       7.021604979258e-06      -9.000000000000e-01       9.761570637040e+18       2.387430692603e+19       1.657920874785e-04       6.878152497570e-02 
       4.725692083736e+07       3.384500164086e-13       9.807689242734e-03       4.818441085286e+09       1.403501538947e+04       2.969938549484e-04       6.632516252465e+11       5.662452008655e-03       1.372273859874e+19       2.587073730539e+14       1.413543644164e+15       7.006926340418e-06      -9.000000000000e-01       9.492963642623e+18       2.321737449238e+19       1.658716338535e-04       6.874927332782e-02 
       4.692842183610e+07       3.432048436106e-13       9.876341831841e-03       4.751685856922e+09       1.403501532082e+04       2.990728107322e-04       6.586411334866e+11       5.702088317889e-03       1.334513301553e+19       2.533496993821e+14       1.384270007789e+15       6.992278387204e-06      -9.000000000000e-01       9.231747847629e+18       2.257851848287e+19       1.659511810805e-04       6.871705774072e-02 
       4.660220634329e+07       3.480264701729e-13       9.945474970664e-03       4.685855471260e+09       1.403501525169e+04       3.011663191895e-04       6.540626908254e+11       5.742002069279e-03       1.297791792189e+19       2.481029798963e+14       1.355602610744e+15       6.977661055469e-06      -9.000000000000e-01       8.977719870057e+18       2.195724149754e+19       1.660307291660e-04       6.868487820139e-02 
       4.627825848549e+07       3.529158345342e-13       1.001509202433e-02       4.620937115255e+09       1.403501518207e+04       3.032744821890e-04       6.495160744786e+11       5.782195204751e-03       1.262080740500e+19       2.429649168024e+14       1.327528898179e+15       6.963074281198e-06      -9.000000000000e-01       8.730681924325e+18       2.135305982314e+19       1.661102781164e-04       6.865273469717e-02 
       4.595656249959e+07       3.578738883168e-13       1.008519637799e-02       4.556918153376e+09       1.403501511197e+04       3.053974023121e-04       6.450010632107e+11       5.822669679822e-03       1.227352341946e+19       2.379332598922e+14       1.300036575246e+15       6.948518000510e-06      -9.000000000000e-01       8.490441667274e+18       2.076550305657e+19       1.661898279382e-04       6.862062721566e-02 
       4.563710273206e+07       3.629015965118e-13       1.015579144587e-02       4.493786125150e+09       1.403501504137e+04       3.075351828585e-04       6.405174373240e+11       5.863427463697e-03       1.193579557078e+19       2.330058055580e+14       1.273113601719e+15       6.933992149660e-06      -9.000000000000e-01       8.256812048407e+18       2.019411373859e+19       1.662693786380e-04       6.858855574483e-02 
       4.531986363818e+07       3.679999376668e-13       1.022688066041e-02       4.431528742735e+09       1.403501497028e+04       3.096879278509e-04       6.360649786480e+11       5.904470539360e-03       1.160736090485e+19       2.281803958273e+14       1.246748186714e+15       6.919496665034e-06      -9.000000000000e-01       8.029611164255e+18       1.963844699769e+19       1.663489302222e-04       6.855652027293e-02 
       4.500482978131e+07       3.731699040765e-13       1.029846748133e-02       4.370133888529e+09       1.403501489869e+04       3.118557420401e-04       6.316434705289e+11       5.945800903677e-03       1.128796370322e+19       2.234549174182e+14       1.220928783533e+15       6.905031483151e-06      -9.000000000000e-01       7.808662116747e+18       1.909807020367e+19       1.664284826975e-04       6.852452078855e-02 
       4.469198583208e+07       3.784125019759e-13       1.037055539018e-02       4.309589612811e+09       1.403501482661e+04       3.140387309103e-04       6.272526978187e+11       5.987420567486e-03       1.097735528399e+19       2.188273008134e+14       1.195644084600e+15       6.890596540663e-06      -9.000000000000e-01       7.593792875475e+18       1.857256263085e+19       1.665080360707e-04       6.849255728059e-02 
       4.438131656770e+07       3.837287517356e-13       1.044314789578e-02       4.249884131416e+09       1.403501475401e+04       3.162370006840e-04       6.228924468653e+11       6.029331555701e-03       1.067529380817e+19       2.142955193541e+14       1.170883016514e+15       6.876191774356e-06      -9.000000000000e-01       7.384836143756e+18       1.806151513046e+19       1.665875903483e-04       6.846062973826e-02 
       4.407280687120e+07       3.891196880613e-13       1.051624853062e-02       4.191005823439e+09       1.403501468091e+04       3.184506583273e-04       6.185625055013e+11       6.071535907406e-03       1.038154409140e+19       2.098575883522e+14       1.146634735196e+15       6.861817121145e-06      -9.000000000000e-01       7.181629228371e+18       1.756452981210e+19       1.666671455373e-04       6.842873815113e-02 
       4.376644173068e+07       3.945863601942e-13       1.058986084900e-02       4.132943228976e+09       1.403501460730e+04       3.206798115549e-04       6.142626630346e+11       6.114035675958e-03       1.009587742086e+19       2.055115642217e+14       1.122888621142e+15       6.847472518079e-06      -9.000000000000e-01       6.984013912896e+18       1.708121973394e+19       1.667467016444e-04       6.839688250906e-02 
       4.346220623860e+07       4.001298321159e-13       1.066398843250e-02       4.075685046894e+09       1.403501453317e+04       3.229245688357e-04       6.099927102376e+11       6.156832929083e-03       9.818071377142e+18       2.012555436267e+14       1.099634274772e+15       6.833157902339e-06      -9.000000000000e-01       6.791836334511e+18       1.661120860147e+19       1.668262586765e-04       6.836506280226e-02 
       4.316008559106e+07       4.057511827552e-13       1.073863489000e-02       4.019220132626e+09       1.403501445853e+04       3.251850393979e-04       6.057524393368e+11       6.199929748979e-03       9.547909661120e+18       1.970876626484e+14       1.076861511874e+15       6.818873211236e-06      -9.000000000000e-01       6.604946864208e+18       1.615413047450e+19       1.669058166406e-04       6.833327902124e-02 
       4.286006508704e+07       4.114515061981e-13       1.081380385222e-02       3.963537496007e+09       1.403501438336e+04       3.274613332340e-04       6.015416440033e+11       6.243328232417e-03       9.285181925517e+18       1.930060959686e+14       1.054560359146e+15       6.804618382214e-06      -9.000000000000e-01       6.423199990285e+18       1.570962948226e+19       1.669853755435e-04       6.830153115688e-02 
       4.256213012774e+07       4.172319119006e-13       1.088949897712e-02       3.908626299136e+09       1.403501430766e+04       3.297535611067e-04       5.973601193425e+11       6.287030490842e-03       9.029683611137e+18       1.890090560705e+14       1.032721049826e+15       6.790393352844e-06      -9.000000000000e-01       6.246454205053e+18       1.527735954630e+19       1.670649353924e-04       6.826981920034e-02 
       4.226626621583e+07       4.230935249050e-13       1.096572394636e-02       3.854475854259e+09       1.403501423144e+04       3.320618345540e-04       5.932076618839e+11       6.331038650477e-03       8.781215787594e+18       1.850947924553e+14       1.011334019416e+15       6.776198060832e-06      -9.000000000000e-01       6.074571894661e+18       1.485698411107e+19       1.671444961944e-04       6.823814314317e-02 
       4.197245895474e+07       4.290374860583e-13       1.104248246702e-02       3.801075621698e+09       1.403501415468e+04       3.343862658947e-04       5.890840695715e+11       6.375354852425e-03       8.539584998425e+18       1.812615908763e+14       9.903899014928e+14       6.762032444010e-06      -9.000000000000e-01       5.907419231946e+18       1.444817588186e+19       1.672240579565e-04       6.820650297720e-02 
       4.168069404800e+07       4.350649522348e-13       1.111977827713e-02       3.748415207791e+09       1.403501407738e+04       3.367269682337e-04       5.849891417538e+11       6.419981252774e-03       8.304603110466e+18       1.775077725878e+14       9.698795236074e+14       6.747896440345e-06      -9.000000000000e-01       5.744866072238e+18       1.405061657000e+19       1.673036206860e-04       6.817489869463e-02 
       4.139095729850e+07       4.411770965610e-13       1.119761513655e-02       3.696484362877e+09       1.403501399955e+04       3.390840554676e-04       5.809226791741e+11       6.464920022703e-03       8.076087167371e+18       1.738316936097e+14       9.497939032653e+14       6.733789987928e-06      -9.000000000000e-01       5.586785852029e+18       1.366399664500e+19       1.673831843900e-04       6.814333028798e-02 
       4.110323460784e+07       4.473751086436e-13       1.127599683059e-02       3.645272979296e+09       1.403501392117e+04       3.414576422905e-04       5.768844839610e+11       6.510173348584e-03       7.853859247164e+18       1.702317440080e+14       9.301242439946e+14       6.719713024983e-06      -9.000000000000e-01       5.433055490431e+18       1.328801509358e+19       1.674627490760e-04       6.811179775013e-02 
       4.081751197561e+07       4.536601948016e-13       1.135492717549e-02       3.594771089421e+09       1.403501384224e+04       3.438478441992e-04       5.728743596182e+11       6.555743432092e-03       7.637746323709e+18       1.667063471893e+14       9.108619314928e+14       6.705665489864e-06      -9.000000000000e-01       5.283555293346e+18       1.292237918533e+19       1.675423147513e-04       6.808030107427e-02 
       4.053377549871e+07       4.600335783008e-13       1.143441000750e-02       3.544968863721e+09       1.403501376275e+04       3.462547774989e-04       5.688921110157e+11       6.601632490312e-03       7.427580131990e+18       1.632539592105e+14       8.919985298545e+14       6.691647321050e-06      -9.000000000000e-01       5.138168860270e+18       1.256680424475e+19       1.676218814232e-04       6.804884025396e-02 
       4.025201137071e+07       4.664964995916e-13       1.151444919742e-02       3.495856608847e+09       1.403501368271e+04       3.486785593091e-04       5.649375443797e+11       6.647842755842e-03       7.223197037104e+18       1.598730681025e+14       8.735257778769e+14       6.677658457151e-06      -9.000000000000e-01       4.996782993669e+18       1.222101342962e+19       1.677014490993e-04       6.801741528308e-02 
       3.997220588114e+07       4.730502165508e-13       1.159504863790e-02       3.447424765745e+09       1.403501360211e+04       3.511193075691e-04       5.610104672833e+11       6.694376476907e-03       7.024437906852e+18       1.565621932086e+14       8.554355854415e+14       6.663698836907e-06      -9.000000000000e-01       4.859287610839e+18       1.188473751547e+19       1.677810177870e-04       6.798602615588e-02 
       3.969434541483e+07       4.796960047265e-13       1.167621225068e-02       3.399663907793e+09       1.403501352095e+04       3.535771410436e-04       5.571106886374e+11       6.741235917468e-03       6.831147987843e+18       1.533198845351e+14       8.377200299714e+14       6.649768399182e-06      -9.000000000000e-01       4.725575658196e+18       1.155771468595e+19       1.678605874939e-04       6.795467286693e-02 
       3.941841645126e+07       4.864351575857e-13       1.175794398478e-02       3.352564738972e+09       1.403501343922e+04       3.560521793289e-04       5.532380186812e+11       6.788423357329e-03       6.643176784997e+18       1.501447221170e+14       8.203713529615e+14       6.635867082972e-06      -9.000000000000e-01       4.595543027928e+18       1.123969032900e+19       1.679401582277e-04       6.792335541118e-02 
       3.914440556391e+07       4.932689867668e-13       1.184024781651e-02       3.306118092050e+09       1.403501335691e+04       3.585445428582e-04       5.493922689730e+11       6.835941092248e-03       6.460377944377e+18       1.470353153961e+14       8.033819565805e+14       6.621994827397e-06      -9.000000000000e-01       4.469088476933e+18       1.093041683858e+19       1.680197299960e-04       6.789207378390e-02 
       3.887229941957e+07       5.001988223344e-13       1.192312774947e-02       3.260314926802e+09       1.403501327403e+04       3.610543529080e-04       5.455732523809e+11       6.883791434051e-03       6.282609139233e+18       1.439903026115e+14       7.867444003438e+14       6.608151571706e-06      -9.000000000000e-01       4.346113547995e+18       1.062965342193e+19       1.680993028067e-04       6.786082798072e-02 
       3.860208477772e+07       5.072260130381e-13       1.200658781636e-02       3.215146328250e+09       1.403501319057e+04       3.635817316036e-04       5.417807830740e+11       6.931976710745e-03       6.109731959190e+18       1.410083502038e+14       7.704513978545e+14       6.594337255276e-06      -9.000000000000e-01       4.226522493120e+18       1.033716591206e+19       1.681788766674e-04       6.782961799763e-02 
       3.833374848989e+07       5.143519265754e-13       1.209063207716e-02       3.170603504925e+09       1.403501310653e+04       3.661268019251e-04       5.380146765130e+11       6.980499266628e-03       5.941611802480e+18       1.380881522306e+14       7.544958136128e+14       6.580551817608e-06      -9.000000000000e-01       4.110222198995e+18       1.005272658544e+19       1.682584515861e-04       6.779844383099e-02 
       3.806727749899e+07       5.215779498575e-13       1.217526462460e-02       3.126677787159e+09       1.403501302190e+04       3.686896877136e-04       5.342747494415e+11       7.029361462405e-03       5.778117771142e+18       1.352284297949e+14       7.388706598906e+14       6.566795198332e-06      -9.000000000000e-01       3.997122114481e+18       9.776113984713e+18       1.683380275706e-04       6.776730547748e-02 
       3.780265883871e+07       5.289054892794e-13       1.226048957142e-02       3.083360625397e+09       1.403501293667e+04       3.712705136769e-04       5.305608198770e+11       7.078565675303e-03       5.619122569105e+18       1.324279304849e+14       7.235690936716e+14       6.553067337203e-06      -9.000000000000e-01       3.887134180117e+18       9.507112746247e+18       1.684176046290e-04       6.773620293417e-02 
       3.753987963288e+07       5.363359709936e-13       1.234631106672e-02       3.040643588531e+09       1.403501285085e+04       3.738694053960e-04       5.268727071018e+11       7.128114299184e-03       5.464502403077e+18       1.296854278254e+14       7.085844136540e+14       6.539368174102e-06      -9.000000000000e-01       3.780172759555e+18       9.245513432473e+18       1.684971827694e-04       6.770513619848e-02 
       3.727892709481e+07       5.438708411874e-13       1.243273328510e-02       2.998518362261e+09       1.403501276443e+04       3.764864893308e-04       5.232102316549e+11       7.178009744666e-03       5.314136886156e+18       1.269997207409e+14       6.939100573162e+14       6.525697649036e-06      -9.000000000000e-01       3.676154572882e+18       8.991112368816e+18       1.685767619997e-04       6.767410526818e-02 
       3.701978852672e+07       5.515115663647e-13       1.251976043022e-02       2.956976747476e+09       1.403501267740e+04       3.791218928264e-04       5.195732153222e+11       7.228254439236e-03       5.167908944103e+18       1.243696330293e+14       6.795395980422e+14       6.512055702137e-06      -9.000000000000e-01       3.574998631780e+18       8.743711485115e+18       1.686563423282e-04       6.764311014144e-02 
       3.676245131908e+07       5.592596336313e-13       1.260739674035e-02       2.916010658658e+09       1.403501258977e+04       3.817757441193e-04       5.159614811289e+11       7.278850827370e-03       5.025704724183e+18       1.217940128470e+14       6.654667423074e+14       6.498442273663e-06      -9.000000000000e-01       3.476626176471e+18       8.503118161410e+18       1.687359237630e-04       6.761215081675e-02 
       3.650690295002e+07       5.671165509842e-13       1.269564647373e-02       2.875612122309e+09       1.403501250152e+04       3.844481723438e-04       5.123748533302e+11       7.329801370653e-03       4.887413506522e+18       1.192717322043e+14       6.516853269224e+14       6.484857303996e-06      -9.000000000000e-01       3.380960614389e+18       8.269145077971e+18       1.688155063125e-04       6.758122729300e-02 
       3.625313098472e+07       5.750838476052e-13       1.278451392864e-02       2.835773275397e+09       1.403501241265e+04       3.871393075380e-04       5.088131574030e+11       7.381108547896e-03       4.752927617900e+18       1.168016864717e+14       6.381893163336e+14       6.471300733642e-06      -9.000000000000e-01       3.287927460551e+18       8.041610069455e+18       1.688950899850e-04       6.755033956945e-02 
       3.600112307480e+07       5.831630741584e-13       1.287400342517e-02       2.796486363827e+09       1.403501232316e+04       3.898492806502e-04       5.052762200373e+11       7.432774855257e-03       4.622142347918e+18       1.143827938957e+14       6.249727999801e+14       6.457772503234e-06      -9.000000000000e-01       3.197454279560e+18       7.820335983072e+18       1.689746747889e-04       6.751948764570e-02 
       3.575086695769e+07       5.913558030921e-13       1.296411931799e-02       2.757743740934e+09       1.403501223304e+04       3.925782235456e-04       5.017638691281e+11       7.484802806365e-03       4.494955867468e+18       1.120139951253e+14       6.120299897052e+14       6.444272553526e-06      -9.000000000000e-01       3.109470629209e+18       7.605150540662e+18       1.690542607327e-04       6.748867152176e-02 
       3.550235045609e+07       5.996636289446e-13       1.305486599449e-02       2.719537865990e+09       1.403501214230e+04       3.953262690122e-04       4.982759337663e+11       7.537194932439e-03       4.371269149454e+18       1.096942527481e+14       5.993552172213e+14       6.430800825397e-06      -9.000000000000e-01       3.023908005630e+18       7.395886204554e+18       1.691338478249e-04       6.745789119800e-02 
       3.525556147734e+07       6.080881686549e-13       1.314624786573e-02       2.681861302739e+09       1.403501205091e+04       3.980935507676e-04       4.948122442313e+11       7.589953782413e-03       4.250985891683e+18       1.074225508359e+14       5.869429316277e+14       6.417357259852e-06      -9.000000000000e-01       2.940699789966e+18       7.192380047131e+18       1.692134360741e-04       6.742714667516e-02 
       3.501048801285e+07       6.166310618769e-13       1.323826937914e-02       2.644706717951e+09       1.403501195889e+04       4.008802034654e-04       4.913726319820e+11       7.643081923060e-03       4.134012441892e+18       1.051978944995e+14       5.747876969796e+14       6.403941798015e-06      -9.000000000000e-01       2.859781196492e+18       6.994473623975e+18       1.692930254889e-04       6.739643795437e-02 
       3.476711813748e+07       6.252939712991e-13       1.333093501307e-02       2.608066879990e+09       1.403501186623e+04       4.036863627017e-04       4.879569296491e+11       7.696581939116e-03       4.020257724823e+18       1.030193094537e+14       5.628841899071e+14       6.390554381136e-06      -9.000000000000e-01       2.781089222179e+18       6.802012850502e+18       1.693726160781e-04       6.736576503714e-02 
       3.452544000901e+07       6.340785829674e-13       1.342424927498e-02       2.571934657412e+09       1.403501177291e+04       4.065121650220e-04       4.845649710265e+11       7.750456433405e-03       3.909633171319e+18       1.008858415897e+14       5.512271972841e+14       6.377194950588e-06      -9.000000000000e-01       2.704562597640e+18       6.614847881998e+18       1.694522078505e-04       6.733512792536e-02 
       3.428544186754e+07       6.429866066141e-13       1.351821670323e-02       2.536303017573e+09       1.403501167895e+04       4.093577479273e-04       4.811965910637e+11       7.804708026968e-03       3.802052649359e+18       9.879655655795e+13       5.398116139455e+14       6.363863447864e-06      -9.000000000000e-01       2.630141739421e+18       6.432832996951e+18       1.695318008149e-04       6.730452662130e-02 
       3.404711203489e+07       6.520197759898e-13       1.361284187078e-02       2.501165025262e+09       1.403501158432e+04       4.122232498814e-04       4.778516258573e+11       7.859339359188e-03       3.697432396997e+18       9.675053935876e+13       5.286324404506e+14       6.350559814582e-06      -9.000000000000e-01       2.557768703616e+18       6.255826483593e+18       1.696113949803e-04       6.727396112763e-02 
       3.381043891409e+07       6.611798492016e-13       1.370812938330e-02       2.466513841350e+09       1.403501148903e+04       4.151088103171e-04       4.745299126434e+11       7.914353087920e-03       3.595690957149e+18       9.474689394143e+13       5.176847808946e+14       6.337283992480e-06      -9.000000000000e-01       2.487387140747e+18       6.083690529570e+18       1.696909903555e-04       6.724343144740e-02 
       3.357541098876e+07       6.704686090544e-13       1.380408387377e-02       2.432342721460e+09       1.403501139308e+04       4.180145696433e-04       4.712312897895e+11       7.969751889618e-03       3.496749114164e+18       9.278474281193e+13       5.069638407635e+14       6.324035923420e-06      -9.000000000000e-01       2.418942251891e+18       5.916291114638e+18       1.697705869498e-04       6.721293758404e-02 
       3.334201682260e+07       6.798878633988e-13       1.390071001151e-02       2.398645014653e+09       1.403501129645e+04       4.209406692519e-04       4.679555967867e+11       8.025538459468e-03       3.400529832153e+18       9.086322664865e+13       4.964649248350e+14       6.310815549384e-06      -9.000000000000e-01       2.352380746016e+18       5.753497906321e+18       1.698501847722e-04       6.718247954140e-02 
       3.311024505878e+07       6.894394454821e-13       1.399801249863e-02       2.365414162136e+09       1.403501119915e+04       4.238872515243e-04       4.647026742416e+11       8.081715511519e-03       3.306958195005e+18       8.898150392596e+13       4.861834351220e+14       6.297622812476e-06      -9.000000000000e-01       2.287650798490e+18       5.595184158434e+18       1.699297838318e-04       6.715205732371e-02 
       3.288008441944e+07       6.991252143056e-13       1.409599606814e-02       2.332643695982e+09       1.403501110117e+04       4.268544598387e-04       4.614723638691e+11       8.138285778810e-03       3.215961348061e+18       8.713875054576e+13       4.761148688589e+14       6.284457654919e-06      -9.000000000000e-01       2.224702010723e+18       5.441226612403e+18       1.700093841380e-04       6.712167093559e-02 
       3.265152370510e+07       7.089470549861e-13       1.419466548759e-02       2.300327237872e+09       1.403501100250e+04       4.298424385770e-04       4.582645084844e+11       8.195252013511e-03       3.127468441386e+18       8.533415947651e+13       4.662548165297e+14       6.271320019060e-06      -9.000000000000e-01       2.163485370935e+18       5.291505401297e+18       1.700889857001e-04       6.709132038206e-02 
       3.242455179414e+07       7.189068791230e-13       1.429402555550e-02       2.268458497857e+09       1.403501090314e+04       4.328513331316e-04       4.550789519950e+11       8.252616987048e-03       3.041410574607e+18       8.356694039979e+13       4.565989599367e+14       6.258209847364e-06      -9.000000000000e-01       2.103953215993e+18       5.145903956500e+18       1.701685885274e-04       6.706100566856e-02 
       3.219915764224e+07       7.290066251700e-13       1.439408110855e-02       2.237031273128e+09       1.403501080308e+04       4.358812899127e-04       4.519155393939e+11       8.310383490246e-03       2.957720743268e+18       8.183631936420e+13       4.471430703097e+14       6.245127082418e-06      -9.000000000000e-01       2.046059194297e+18       5.004308916954e+18       1.702481926295e-04       6.703072680091e-02 
       3.197533028186e+07       7.392482588126e-13       1.449483701435e-02       2.206039446814e+09       1.403501070233e+04       4.389324563554e-04       4.487741167513e+11       8.368554333459e-03       2.876333786659e+18       8.014153844643e+13       4.378830064534e+14       6.232071666927e-06      -9.000000000000e-01       1.989758229696e+18       4.866610040900e+18       1.703277980159e-04       6.700048378535e-02 
       3.175305882170e+07       7.496337733508e-13       1.459629817327e-02       2.175476986787e+09       1.403501060086e+04       4.420049809269e-04       4.456545312075e+11       8.427132346709e-03       2.797186337084e+18       7.848185541928e+13       4.288147129345e+14       6.219043543719e-06      -9.000000000000e-01       1.935006486389e+18       4.732700120042e+18       1.704074046961e-04       6.697027662852e-02 
       3.153233244618e+07       7.601651900864e-13       1.469846952205e-02       2.145337944492e+09       1.403501049869e+04       4.450990131336e-04       4.425566309654e+11       8.486120379821e-03       2.720216770521e+18       7.685654342664e+13       4.199342183051e+14       6.206042655738e-06      -9.000000000000e-01       1.881761334795e+18       4.602474896078e+18       1.704870126799e-04       6.694010533748e-02 
       3.131314041487e+07       7.708445587172e-13       1.480135603197e-02       2.115616453786e+09       1.403501039581e+04       4.482147035284e-04       4.394802652830e+11       8.545521302568e-03       2.645365158642e+18       7.526489066513e+13       4.112376333637e+14       6.193068946049e-06      -9.000000000000e-01       1.829981318362e+18       4.475832979528e+18       1.705666219769e-04       6.690996991969e-02 
       3.109547206203e+07       7.816739577350e-13       1.490496270890e-02       2.086306729796e+09       1.403501029220e+04       4.513522037180e-04       4.364252844664e+11       8.605338004803e-03       2.572573222156e+18       7.370620007241e+13       4.027211494516e+14       6.180122357836e-06      -9.000000000000e-01       1.779626121288e+18       4.352675770793e+18       1.706462325972e-04       6.687987038303e-02 
